obj1_feat_0_binary,obj1_feat_1_nominal,obj1_feat_2_ordinal,obj1_feat_3_quantitative,obj1_feat_4_binary,obj1_feat_5_nominal,obj2_feat_0_binary,obj2_feat_1_nominal,obj2_feat_2_ordinal,obj2_feat_3_quantitative,obj2_feat_4_binary,obj2_feat_5_nominal,collision
1,3,0,-1.150459749030928,0,1,0,1,4,0.9639577851214911,1,1,False
0,3,3,1.0705034943683094,0,4,0,3,4,-0.9518306265541971,0,2,True
0,2,3,0.7106104596902593,0,2,1,1,1,-0.1991715989814114,0,1,False
1,3,0,2.3008569428146513,1,1,0,2,4,-1.0034763767942698,1,1,True
1,1,3,-0.8267311292968323,1,2,0,3,2,0.49151204559457917,0,3,True
1,4,3,0.26543077287931216,0,1,1,4,0,-0.7978519415701483,0,3,True
0,4,1,-0.99464984376606,0,2,1,2,2,-0.7114866655689516,1,2,True
1,3,0,-0.5912763015774111,0,1,1,3,3,1.0961516890452536,1,1,True
0,1,3,0.486064725013091,0,1,1,4,3,1.8058517365758788,0,1,True
1,2,1,-0.05211157085837162,1,1,0,3,1,-0.3520974520330333,1,2,True
0,4,3,0.003931472051000237,0,3,1,2,4,-0.5177842427961147,0,3,True
1,1,3,-1.1142195810624849,1,3,0,4,4,-0.5151768518205069,1,4,True
0,1,0,-1.2047092795574712,0,1,1,3,2,1.6000688434924402,0,4,False
0,3,4,-0.4788760137944727,1,4,1,1,2,-1.5946410053542763,1,3,True
1,3,3,1.113085621619726,1,4,0,4,3,0.19084022827108632,0,4,True
0,3,3,0.9701579749560695,1,3,0,1,2,-3.070920584803119,0,3,True
1,4,0,0.23777492252099375,0,3,1,1,4,0.830862386687264,1,2,True
0,3,3,-0.07585935897133636,1,2,0,4,0,1.3483948653104478,1,3,True
1,3,3,-0.6011173675106054,1,3,1,3,0,0.6384121262504141,0,1,True
1,2,3,1.1035198299003617,0,3,0,4,2,-0.06976785067978368,1,1,True
0,3,0,1.1300756153199591,0,3,0,1,2,0.3809476686306651,1,2,False
0,2,4,-1.2515824451460387,0,1,1,4,3,-0.793260250664614,0,2,True
0,1,0,-0.19114092355129175,0,1,0,3,4,-0.189874650535171,1,2,False
1,1,2,-0.03338524494980594,0,1,1,4,2,-2.326489965311535,1,4,True
0,2,3,-1.0787500036281796,0,4,1,2,1,0.3901681385701657,0,2,True
1,2,3,0.8044034809164551,1,3,0,4,0,-0.7501209707907195,0,1,False
1,3,3,0.22184531380445066,0,2,0,1,3,-0.7903959099092263,1,1,True
0,1,0,-1.8976202808828968,1,2,0,3,0,0.6709171573870513,0,4,False
1,1,0,2.0202463510644484,1,2,1,3,3,1.508647507249459,1,4,True
1,2,4,-0.0709556023843269,0,1,0,4,2,0.7296826300670393,1,4,False
0,4,2,0.02907228954688979,1,1,1,4,2,0.29897657389445637,0,4,True
1,3,4,-0.43434948380538885,0,2,1,2,4,1.3550180081172816,1,4,True
0,2,2,0.10414829134444663,1,4,0,3,0,0.5542781535005422,0,3,False
1,4,1,-0.7539482050879228,1,4,1,3,2,0.956701529040465,1,2,True
0,3,1,1.5004777609479398,1,1,1,2,3,-1.5591873028920338,0,1,False
0,1,2,0.3426484731209546,1,2,0,1,1,-0.21383924420801595,0,2,True
1,2,4,0.29967723436725835,1,1,1,1,2,-0.6817431901420751,1,2,True
0,2,1,-0.9070861383311078,1,2,0,1,3,-0.13057504831639524,1,3,True
0,4,1,-0.513201546453569,1,4,0,1,4,0.110943843242191,0,1,False
0,1,0,1.2695448783999288,0,4,1,3,1,1.0311171255626104,1,4,True
0,3,2,1.6670288136636289,1,2,1,1,3,-0.720012782782599,1,2,True
0,1,2,0.5530902526271447,0,4,0,1,0,-1.0459525428005803,1,4,False
0,2,0,-1.2420966703547156,1,3,1,4,4,-1.5922405054954432,0,2,False
0,2,1,0.050731273817715625,1,1,0,1,4,2.1081442821261893,1,2,False
0,2,2,-0.5743345738038368,1,3,0,3,2,1.1802025886207812,1,3,True
0,4,1,0.7452363126009077,1,2,0,2,4,-0.8868240912778467,1,2,True
0,2,4,0.9288444981801187,1,2,1,2,1,-0.21850402604975097,0,4,True
0,3,4,-0.6734772086199097,0,3,0,4,0,0.09777574994891965,1,2,False
0,3,3,-0.1162823034739222,1,1,0,2,3,-0.22384302491099642,1,4,True
0,4,0,1.6614003123261,0,2,1,4,2,0.2829919691495504,1,2,True
1,2,3,0.14524102185729784,1,1,0,4,2,1.8849686296483137,0,1,True
0,1,1,-0.004221669609123419,0,3,1,3,1,-0.8366757293410839,0,2,True
1,3,2,1.552361994731852,0,4,1,4,1,0.37367760201229744,1,2,True
1,3,2,0.12765988760522018,0,3,1,1,1,-0.08167224319553314,1,3,True
0,4,4,0.7625477085590288,0,2,0,1,3,0.8986289051752029,0,1,True
1,4,0,1.9820341981887928,1,2,0,3,4,-0.35687361563393477,1,2,True
0,2,3,0.6365151982770747,1,4,1,4,3,-0.4975436772537254,1,3,True
1,4,3,0.3421327051064575,0,4,0,1,1,0.059436593232376836,0,2,False
0,4,4,0.17255825648673556,1,1,1,3,3,-0.05360514862389043,0,2,True
0,2,4,-1.9692063500991395,0,4,0,2,2,0.25632157689991136,0,1,False
1,4,3,0.5713382489131837,0,3,1,3,1,-0.665878731662519,0,2,True
1,2,4,0.16970068040874736,1,4,0,2,1,0.16362258917862602,0,3,True
0,4,3,-0.06714822732366202,0,4,0,1,2,-0.5762606072432218,0,2,True
0,1,3,0.7944659368776973,0,2,0,4,1,-0.33199467788159737,1,2,True
1,3,1,-0.30684134072170766,0,2,0,1,0,1.6089462515196464,1,2,True
0,1,3,-2.0819973297538987,0,1,0,1,1,-2.2049136120439425,1,3,True
1,3,2,0.41340537305705954,0,3,1,3,3,-0.5513586434860295,1,2,True
0,3,0,-0.20170828279934044,1,3,1,2,0,-1.2151086269988673,1,1,True
0,1,3,1.0107793189470207,0,4,1,4,4,0.5724143461407263,0,4,True
0,2,4,-2.9067255335780557,1,3,0,2,3,-1.9078164430020215,0,4,True
0,2,3,-0.4791176410878744,1,2,0,1,1,0.6243734979828702,0,2,True
0,4,1,0.7118151452318962,0,1,1,3,0,-0.9459892701061272,0,4,False
0,1,2,0.9023297533471917,0,1,0,2,2,-1.1592243348294127,1,3,False
0,3,1,1.3104452951832812,0,1,1,4,4,-2.1023472470570805,1,2,False
0,1,0,-1.4412249400668962,0,2,0,1,0,0.08739443240980937,1,2,True
1,1,1,-0.3224654331752501,1,2,0,2,0,-0.16712320873721495,1,1,True
0,3,3,-0.07841894592110027,1,3,1,3,4,-0.26452363109479327,1,4,True
1,3,2,0.3149991702744187,1,4,1,4,0,-1.8516501790862874,1,2,False
1,3,3,-1.3397730521604119,0,2,0,3,0,1.2241677702516394,1,1,False
0,2,4,1.2373009281522547,1,1,0,1,3,-0.1172165377682825,1,2,True
1,4,4,0.793648505542997,0,1,1,3,4,0.07281020671064835,0,1,True
0,2,0,-0.6897692796343589,0,3,1,4,1,-1.4557830352231367,0,1,True
1,3,1,0.25431096936284625,0,4,1,1,4,-0.7825862499084915,1,3,True
0,1,1,1.2106139348228262,1,4,0,2,2,0.6301201804197534,0,2,True
1,4,1,-1.0601777283536553,0,2,1,4,2,-0.3021710702023325,0,1,True
1,1,4,0.2075592188733102,1,1,0,1,0,1.3717492095538202,1,2,True
0,2,3,1.295618818274659,0,3,1,3,4,0.25022084044589504,1,4,True
1,2,2,-0.36129546949306335,0,1,0,3,4,-0.8802095083994962,1,4,False
1,4,4,0.7110431090042024,0,1,0,2,3,2.5374534872375385,1,3,False
1,4,2,0.20708900486693627,0,2,0,3,1,0.34405232739875696,1,4,True
0,4,1,1.0486255657704602,1,1,1,4,1,0.7559960558834515,1,1,True
0,3,1,-0.3917233477789559,0,1,1,3,0,1.582026503972727,1,4,True
0,2,1,-0.46450393520354044,1,4,0,1,3,1.135678179636088,1,2,False
0,2,0,0.03647359752068507,1,4,1,4,2,0.20735268303205695,1,2,True
1,2,1,-0.822143204244567,0,1,0,2,2,0.5736496359802803,1,3,True
1,3,4,1.231413691520352,0,3,1,1,4,0.672612341723246,1,4,True
0,1,0,2.2542809867695452,1,3,0,3,1,-0.8581025989593505,1,1,True
1,3,0,-0.4251126926411856,1,2,0,3,0,-0.9651629825928313,0,2,True
1,2,1,1.0082616697525622,0,3,1,2,0,-1.5910501377510462,1,1,True
1,2,4,1.051625967137178,1,3,1,2,1,0.38852230630764806,1,4,True
1,4,1,-0.06217794247045737,1,4,0,1,1,0.3455128261394161,1,3,True
1,3,2,0.8848146872805367,1,3,0,2,3,0.34646024965091116,1,3,True
1,4,1,-1.5309657356544146,1,3,0,2,1,0.5108545826770438,0,4,False
1,3,4,-0.5764425497593749,1,1,0,2,1,-0.8188891022567287,1,4,True
0,3,4,1.7617178822353161,1,1,0,2,4,0.1077094384374657,1,3,True
0,2,3,0.6577404551200737,1,2,1,2,4,0.7200104365832658,1,2,True
0,4,3,0.8161203603017972,1,2,0,4,1,-1.1294716870257118,1,1,True
0,1,0,0.26532511032089706,1,3,0,3,3,0.29410792026779203,1,2,True
1,3,2,0.5977365189612565,1,2,1,1,2,0.02759404124008271,1,4,True
0,4,2,-0.3785068700277091,0,1,1,4,1,0.4490072850295401,1,4,True
0,2,0,-0.09169068748442746,1,3,0,3,1,-1.2003110495457385,1,4,True
1,3,2,-1.2215803700877632,0,4,0,3,1,0.6327477961526274,0,3,True
1,1,3,1.5941698788625707,0,4,1,3,4,-2.2927546450834306,0,2,True
0,3,4,-0.5849843083430987,0,2,0,4,1,1.3935704055725133,1,1,False
0,3,2,-0.9542850663714489,1,4,0,2,1,-0.7520451632536502,1,4,True
1,3,1,-0.26229068302075303,0,3,1,3,2,-0.6873054634748054,0,2,True
0,3,0,0.17358095255255387,1,4,1,1,0,1.2159446175664952,0,1,True
0,3,1,0.650944428998504,0,1,0,4,1,0.09282658645876056,1,3,True
1,2,0,-1.0414777964734563,1,4,1,1,0,-0.04351521248734567,0,4,True
1,2,3,0.07275353065266454,1,4,0,4,3,-0.04664995982823822,1,2,True
1,2,0,-0.9235920303393605,1,2,1,4,0,-0.8371621546418724,0,3,True
0,2,3,1.3234683279369877,0,3,1,2,0,-0.17867858229074737,1,3,False
1,2,3,-0.1762580908401404,1,2,1,4,3,-0.40305182051133753,1,2,True
0,1,0,1.1421328666846295,0,4,1,3,0,1.5720118632449172,0,3,True
0,2,0,0.9243398944329879,1,1,1,2,4,1.1716521162949636,1,2,True
0,4,0,-0.0847377207391005,1,3,0,2,1,1.2377195339339555,1,2,True
1,1,3,-0.33247780055997994,0,1,0,2,4,0.25104798000621315,1,1,True
1,3,2,-0.03834589774372778,1,4,0,3,0,1.850699835325127,0,3,False
0,1,3,-0.4174040294462473,1,3,0,2,3,0.10047937320142691,0,4,True
1,1,3,-0.023450136069525222,1,1,1,2,1,-0.881194354446076,1,4,True
1,4,4,1.3366083703575002,0,2,0,2,3,-0.04588536475827869,0,4,True
1,1,1,-0.1979808902582678,0,4,1,1,3,0.3951633606963012,1,1,True
1,3,1,0.1982345153715934,1,4,0,1,4,-0.729950748579101,0,3,False
1,1,2,-0.26161542635793056,0,3,0,2,4,-0.35000015625909847,1,3,True
1,4,2,-0.7600421700163313,1,2,1,1,4,1.0892879789078371,0,4,False
0,1,2,-0.5202017476816465,0,1,0,3,3,0.5147326109945569,1,2,True
0,2,3,0.3841688017235084,1,2,1,4,0,-1.0844168399330383,0,1,False
1,3,3,1.4974946374287263,0,2,1,1,1,0.44164466193560414,0,2,True
1,4,3,-1.919395746163061,1,1,1,3,0,1.5650629286721394,0,3,False
1,2,4,0.3666989241320269,0,2,0,4,0,-1.5324084459633762,0,1,False
1,4,0,2.319339653719882,0,2,1,4,1,0.4231654051643886,0,2,True
0,3,2,-0.8364227183657691,1,4,0,4,2,0.33085003679746783,0,3,True
1,3,0,-0.2592739657607992,0,4,0,4,1,-0.13934717482939296,0,4,True
0,2,0,-0.8566486985802373,1,2,1,1,0,1.5504987109314592,0,1,False
1,2,2,-0.6241022464326447,0,3,0,3,0,1.1364137314204292,1,1,False
1,2,1,0.6332750466658859,1,2,0,4,1,1.7484921918854068,1,3,True
1,2,2,-0.3073303959522531,0,1,1,3,3,1.1396385227489945,1,4,True
1,3,1,-1.733623872315064,0,2,1,1,0,-0.9211018113072756,0,1,True
1,3,4,0.3004652965764488,0,2,1,1,2,-0.06328003759495919,0,2,True
0,1,0,0.9387807044597178,0,4,1,2,4,0.7036994244095667,0,1,False
1,2,1,0.3646400504005175,0,3,1,2,4,0.4093356771986689,1,1,True
0,1,0,1.0528781322487113,1,3,0,2,3,-0.32613010816129284,0,4,False
1,4,1,-0.7377213550736461,0,2,0,1,2,-0.06575380073142856,1,1,True
1,1,4,-1.6966966862079267,0,4,0,4,4,-0.8528158896912001,1,4,True
1,2,1,0.2819987180417105,0,3,0,2,2,-0.34222337194876423,0,4,True
0,3,2,0.1347294201022175,0,4,1,3,2,0.7955235267553897,0,2,True
1,1,0,0.6431146099299373,1,1,0,4,1,-2.7705689981413686,0,4,False
1,4,1,0.15456752683482056,1,4,1,4,2,-0.22832850057316503,1,3,True
1,3,1,-0.7716679500474551,0,4,0,1,0,0.6239610149033297,0,1,True
0,3,4,1.2389615058719259,0,2,0,3,2,0.8037789759164363,0,1,True
0,4,0,-0.8854329785547768,1,1,1,1,3,-0.488756363234848,1,4,True
1,4,2,-1.6210277746259856,0,1,1,2,2,-0.4486308721924653,1,4,True
1,2,2,-0.1888257157317756,0,2,0,2,2,0.40951539426912625,0,1,True
1,3,1,0.4196033017788219,1,1,1,1,4,1.572549423543876,0,3,True
0,3,3,-0.2898780095843065,0,1,0,3,0,-0.8494832836051854,0,1,True
1,2,3,2.38540374304261,0,1,0,3,4,2.1680992088691413,1,3,True
0,3,3,0.8296262940555905,1,3,0,4,3,0.4338962879913007,1,2,True
1,1,3,0.1385504534892735,1,1,0,4,3,-0.5709040527545126,0,3,True
0,3,4,0.5669475966567005,1,1,0,4,3,-0.07543991278393673,1,3,True
1,2,4,-0.2480773677792034,0,1,1,3,4,-0.883068080208656,0,3,True
0,3,0,1.4402959680324154,0,1,1,3,1,0.2413349948186234,0,4,True
0,1,1,0.662074885715023,0,3,1,2,4,1.0023649115809568,1,2,False
0,1,0,-0.6571002400298813,0,4,1,4,0,-0.1905170804532316,1,2,True
1,3,1,0.9848299539633466,0,3,1,2,2,0.3729985989267334,0,3,True
1,3,4,-1.654833841088789,0,2,0,1,0,-0.1935057356885206,1,1,False
0,3,3,1.770426825767596,1,1,0,3,0,0.06784880330765668,1,3,True
0,3,1,-0.39505563554299855,0,3,1,1,1,-0.9140393817896222,1,2,True
0,1,1,-1.2115937684055904,0,1,1,2,4,-0.39469776926323735,1,2,False
1,4,2,2.1015299701325847,1,2,0,2,4,1.5294339272354112,1,4,True
1,1,0,-0.3700843512193815,0,2,1,4,4,0.1440322658841739,1,3,True
1,3,2,0.3651400786389085,1,3,0,3,0,-1.1822336771925457,1,4,True
0,1,1,-0.6409913312279095,0,2,1,4,2,-2.2050469708837057,0,1,False
1,2,0,0.48047251632640625,0,2,0,3,4,1.3783138021542685,0,3,False
1,1,1,-0.0004389649686419014,0,1,1,2,3,0.6978970755180932,0,1,True
0,1,4,-0.30048717074007875,0,1,1,4,4,-1.4717215216195936,1,3,True
0,4,0,0.913053813273698,0,4,0,2,1,0.10100875113749942,1,1,True
0,2,0,-0.8620395907619873,1,4,1,2,2,1.8016983229288273,0,4,False
0,1,1,-0.5908497167966001,0,3,1,1,1,-0.3926781776987867,1,4,True
0,1,3,0.27243862940761737,0,3,0,1,1,-0.917950549626823,1,2,True
1,2,0,0.5985302554582302,1,2,1,3,3,-0.05867025146285633,1,4,True
1,4,4,-0.3778503593540616,1,2,1,1,0,1.6728505061533276,0,4,False
0,3,0,-1.6069352310172609,0,1,0,4,4,-0.01985611988001278,0,2,False
1,4,2,-0.20235370067273348,1,2,0,3,4,0.5213717720504084,1,3,True
0,1,0,-0.46230484714063896,1,1,0,3,1,-1.2983734144810999,0,2,True
1,2,1,1.233464222109254,1,4,0,2,2,1.4845715531961687,1,3,True
1,4,0,0.7196816653060312,1,1,0,1,4,0.77998949425309,0,1,True
1,4,1,0.6958926296857658,1,3,1,2,1,-0.032546933989653255,1,1,True
0,4,3,-0.6414776688254312,0,3,0,4,0,1.2221256149044848,1,1,False
1,4,2,1.1061859859953616,0,4,1,4,1,-0.3581870929710109,0,4,True
1,1,4,-0.23423062658114643,0,3,1,2,2,-0.29234774317162354,1,4,True
0,4,1,0.8301573798596815,1,1,0,4,4,0.5752205383520522,0,4,True
1,1,0,1.131563949115994,1,1,1,2,3,-1.1900698196847974,0,1,True
1,3,3,-0.3940413485532061,1,2,1,3,4,-2.52297523964226,1,3,True
1,2,3,-0.844960371222882,1,2,1,2,0,2.5366500046977754,1,3,True
1,2,4,1.0567200754196395,1,2,0,4,1,-0.7402978149644349,1,1,False
1,3,0,0.5158488352623264,1,4,0,4,4,1.0028440476933058,1,1,True
1,2,0,-0.10184972029228165,0,4,1,1,0,1.0564978637375724,0,2,True
0,4,0,-0.649261433161542,1,1,0,4,2,1.1468615520029846,1,1,True
0,2,3,-1.4426176241932502,1,4,0,2,2,-1.1474511866596075,1,1,True
1,1,4,-2.8689840944272897,1,3,1,1,1,0.9541223825599692,0,3,True
0,2,3,1.243763438645762,1,3,1,4,0,-2.0177281652636396,1,1,False
0,1,3,-0.17741936874072492,0,1,1,1,4,1.3533858576081068,0,3,True
1,2,3,-0.7024735929845561,1,3,1,2,1,0.1781862322026123,1,1,True
0,1,3,0.3622039485267437,0,3,0,2,4,0.069544779503994,1,1,True
0,3,4,1.0619430486539811,0,2,0,4,0,-0.3516380722386035,0,4,False
1,4,3,1.8560832384323769,1,1,0,3,0,1.6001603390687862,0,1,True
1,2,1,-0.4956758059345488,0,3,1,4,4,-1.2993450162429832,0,3,True
0,4,1,-0.1165315006081204,1,4,0,2,2,2.5840023039797857,0,4,True
0,3,3,0.5107750590474337,1,3,1,3,2,-0.42169679771055885,0,4,True
1,2,1,-1.5513224506753431,0,1,0,4,0,-0.9954736822677606,1,4,True
0,2,2,-1.4344657423615668,1,2,0,1,3,-0.2987849942613052,0,4,True
1,2,2,-0.659067732294936,1,4,1,1,3,1.5137517485355132,0,4,True
1,4,0,1.281307013250027,1,4,0,4,0,0.2558893157443891,0,3,True
1,3,1,1.0157027764743671,1,1,0,1,2,1.6502316463258342,1,2,True
0,1,0,-1.238464451188778,0,2,0,4,4,0.7277046258295956,0,2,False
0,3,0,-1.7096674305548598,0,2,0,4,2,1.8845676032274987,0,1,False
0,2,0,0.6764592383589849,1,2,0,1,2,0.04115507352553902,0,2,True
1,1,2,-1.0059663321813408,0,4,1,2,2,-0.1755763508607038,0,3,True
1,2,2,0.29794194973336763,0,2,0,4,0,-1.7441254515694173,0,2,False
1,2,4,0.24599122999736447,0,1,0,2,2,-0.30435407750407695,1,3,True
1,4,4,-0.9192509342713947,1,1,0,3,1,-0.22052483050686086,1,4,True
1,4,3,0.046828278943307725,1,2,0,3,4,0.6502479118040297,1,1,True
1,1,3,0.6511051184308403,0,3,1,2,2,1.5303132163762916,1,4,True
1,3,1,1.2414758412799682,1,4,1,1,0,-0.5958858170356535,1,4,True
1,1,2,0.3309784769257437,0,3,1,4,3,-0.5070070018447947,0,2,True
0,1,1,-0.3846189972398199,1,2,1,3,2,-1.2661885372900274,0,4,True
1,4,1,0.8071277244535797,1,3,0,3,4,-1.4638551230983472,0,1,False
1,1,2,-0.007560528461642813,1,4,1,2,3,-0.03223037322533956,0,4,True
1,3,3,-1.7481072770239219,1,1,0,4,1,1.5180832496333632,1,1,True
0,3,1,0.40826389033594623,1,1,0,3,2,-1.3976701433438414,1,1,True
1,1,3,-0.49917266504661134,0,2,0,2,1,0.14727502535049383,0,1,False
