obj1_feat_0_binary,obj1_feat_1_nominal,obj1_feat_2_ordinal,obj1_feat_3_quantitative,obj1_feat_4_binary,obj2_feat_0_binary,obj2_feat_1_nominal,obj2_feat_2_ordinal,obj2_feat_3_quantitative,collision
1,A,0,0.31455764534209135,1,0,C,4,2.810676812792072e-05,False
1,B,2,0.08863302165664386,1,1,A,0,0.5794781573300588,True
0,B,1,0.49867334374580613,0,0,C,2,0.9334181870913468,True
1,B,4,0.08023006125831418,0,1,C,1,-0.5263088517132407,True
0,C,4,0.3038697281345759,0,0,D,3,-0.16974266956026113,True
1,C,3,1.1448962641253948,1,1,B,4,-0.7509375278005676,True
1,D,0,0.28796653242744574,0,1,A,2,-1.532081426654571,False
0,D,1,2.1743450680567706,0,0,C,1,-0.8450165193083916,False
0,A,4,-0.6069572454711981,1,1,B,4,0.3575530843937843,True
1,C,4,0.264876945304583,1,0,B,0,-0.6814086645644601,False
1,A,1,-1.348575483730745,0,1,A,1,-0.21886960745265896,True
0,A,1,-0.11234974586985136,0,1,B,4,0.19700985497607204,False
1,B,1,-0.1947125647505826,0,1,A,4,0.667618308121975,True
0,B,4,-0.9237539872863122,1,0,A,0,0.6394567819088027,False
0,C,4,0.507970481937381,1,1,B,0,-0.7469817021398448,False
1,B,3,0.529568021250079,0,0,B,1,-0.6864109834999578,True
0,D,4,-0.2401221068271674,1,1,B,1,0.7875493356799533,False
1,A,2,0.30840025801646553,0,0,B,4,0.8324050777229876,False
1,B,0,0.3081642957805418,0,1,A,4,-0.6387225379576431,True
0,A,1,-0.023504469626716512,1,0,A,4,-1.1262555172837077,True
0,A,0,1.2702562776946569,1,0,C,2,0.6701315498006016,False
1,D,0,-0.2828941988608192,0,0,D,0,0.6979347616271305,True
1,B,0,0.6557716941314257,1,1,D,3,-0.17082776496204968,True
1,C,0,1.3386643983186097,1,0,C,0,-1.0078251377668888,True
0,A,0,0.31937221152643464,1,1,C,2,0.4571030557906633,False
1,A,4,-0.4616549476015135,1,0,D,3,-0.6978666263010084,True
0,B,3,0.7245095652396831,1,1,C,0,0.957108028632755,False
1,D,0,-0.3029009250670602,1,1,A,2,0.4799883738858862,True
0,A,2,0.3513978704417522,1,1,D,1,-2.13763870992599,False
1,B,1,-2.0613801745937,0,1,B,4,-0.3994055649945818,True
0,B,0,-0.8014606587509121,0,1,A,3,0.7736950246333871,False
0,B,3,-0.7882434487167105,0,0,A,4,-0.011420064005843297,True
1,C,1,0.6552420295900198,1,0,D,1,-0.889635159782319,False
0,C,2,0.6077732187055946,1,0,C,3,0.5935942574654722,True
1,C,2,-0.0741611535258801,0,0,D,4,0.17549817750434102,False
0,C,4,0.3481294490398826,1,1,B,3,-0.11202485267179703,True
1,D,3,1.3573277603949307,1,1,B,4,-0.7731321384638059,True
1,D,4,0.8339288443990386,1,0,B,1,-0.2572191503293104,False
0,A,2,0.33225774056733426,0,1,A,0,0.6127490162797622,True
0,B,4,1.0445121938205293,0,0,D,0,-2.543824913633874,False
0,A,3,-0.8086028210297099,1,0,D,3,-0.3975297591423378,True
1,B,1,-0.7566706988852929,0,0,D,2,-1.0256260225146758,True
0,D,0,0.47775299534429905,1,0,A,2,-0.21664027626341034,False
1,C,0,-0.9388457535654232,0,1,C,2,0.4845672743820602,True
1,A,2,-1.2892349934523277,1,1,B,0,1.1197052153677307,False
0,B,1,0.9808896994523952,1,0,C,4,-0.7615657138464653,False
1,B,0,1.9186951113696118,0,1,B,4,1.7983497964134079,True
1,A,2,-0.14309386971359614,1,0,D,4,-1.2057934722915715,False
0,C,0,-1.041466184168244,0,0,C,2,-0.41149456287874814,True
1,B,3,0.5563923592724584,0,1,A,3,0.9254825042955175,True
0,A,3,-0.2375477668825981,1,1,D,3,-0.30729564338339627,True
1,B,2,1.7277624799828863,1,0,A,0,0.01365221358046969,False
0,D,4,1.6527171024311114,1,1,C,3,-0.7934555008000109,False
0,A,1,0.018701742022917113,1,0,C,3,1.0186160048922537,False
1,A,4,0.5801583364857748,0,1,A,1,-0.2842236065240002,True
0,B,3,-0.52205777625887,1,0,D,1,-1.260228120450668,False
0,D,2,1.1090896268380044,1,0,C,2,0.7792021340938984,True
0,A,4,1.9989589685604996,0,0,C,0,1.723795991139549,False
0,D,3,-0.3068251407723005,1,1,D,1,-2.2656515671450297,False
0,A,2,-0.027459432006335195,0,0,A,2,-0.1130569658047648,True
0,C,4,-0.12248859306619407,1,0,D,0,-0.7833901007753402,False
0,A,1,0.44795522558500467,1,1,D,4,0.31725322327878586,False
0,B,3,0.5531892198420554,0,1,C,0,-1.5866851695367956,False
0,A,0,0.4998741493150675,0,1,B,1,0.9369416249349047,True
0,B,4,0.7517926793019123,0,0,B,3,-1.7375269028276257,True
0,D,2,0.7567167182207528,0,0,A,0,0.544261792544574,False
0,C,2,0.018154161035814353,0,1,C,0,0.9093417342660088,True
0,D,4,2.004192604091731,1,1,A,1,-0.7260007346145374,False
1,B,3,-0.2396801585173136,0,1,D,4,0.5827618571667207,True
0,A,1,0.8143750626330715,0,0,B,0,-0.17206737549623308,True
1,C,2,0.2116001808750834,0,1,A,4,0.9423290428053541,True
1,D,0,0.8080982523181578,1,1,D,3,-0.25214818615276186,True
0,D,4,-0.3977270504959613,0,1,C,0,0.787862252518976,False
1,A,0,-0.051082897673198756,0,1,C,4,0.6797190530423562,True
0,A,0,0.17836048288235082,0,1,C,2,-2.576921340419422,False
1,A,0,-0.26984354163476815,0,1,D,2,0.36898247060190836,True
0,C,0,-0.14405134066638492,0,1,D,0,1.2972166612223603,True
0,D,3,-0.40543006683426774,1,0,C,2,-0.6509519141533118,True
1,C,3,1.0609396109648643,1,1,A,0,0.3237778742386611,True
1,D,0,-1.4552758548081968,1,0,D,4,0.3525585642680652,False
0,C,2,-0.04374041181522128,1,1,B,3,0.16255536143619184,True
0,D,0,0.5539521708714833,1,0,A,3,-0.1974416720394126,False
1,D,1,1.258383294479158,0,1,D,1,1.245857195690162,True
0,D,4,-0.2999113663362215,0,0,D,0,0.004031223494139746,True
1,A,0,0.8102310387207114,0,0,A,2,-1.114449191252581,False
0,A,0,1.3409814287864483,0,1,C,0,0.8473677839647729,True
0,D,2,-2.680519961586573,1,0,C,4,-0.44437891693626236,False
0,B,0,-0.5358716007242623,1,0,C,1,0.3979838010471132,True
0,C,1,-2.0522749204486295,0,0,A,0,-0.2911646714741061,False
0,C,4,0.01930190067665497,0,0,B,2,-0.7848842914343779,False
0,A,1,0.18768141854093387,0,0,C,1,-0.1886055133831146,True
0,A,3,1.1342086271428848,1,1,D,2,0.7451529474597134,True
0,A,3,0.1454633636893332,0,0,D,1,0.7520594471949752,False
1,A,1,-1.315556434189705,1,1,B,1,-1.024059049567701,True
0,A,2,-0.3141573572651463,0,1,C,1,-0.7324819698763052,True
1,B,2,-0.5759188783441526,0,1,B,3,-1.6537476197026648,True
1,B,2,-1.370450540519076,0,1,A,0,-0.559911118954387,True
0,D,2,1.2615805449643387,1,0,B,1,0.005413115311768247,True
1,D,3,1.2116085153823706,1,0,A,4,-0.6108890571559211,False
0,D,4,0.2555162982476134,1,1,A,4,-2.0496695450413904,False
1,D,1,0.778411495253462,1,1,A,1,-0.5175979443806626,True
0,B,4,0.7269759504153395,0,0,C,4,0.6211703730290622,True
1,C,2,0.7012509999407914,0,0,B,0,1.4207041825935334,False
1,A,2,-0.9959153211725968,1,1,C,0,1.0410435437079288,False
0,B,0,-0.06770706781791139,0,1,A,0,0.9147120728231217,True
1,B,3,-0.7221045426949987,0,1,D,1,0.6577192734642702,True
1,C,0,-0.4238731312160772,0,1,B,1,-1.1870290929269809,True
1,B,4,0.08843927754806082,1,0,A,0,-0.8426063430970931,False
0,C,0,-1.6511717101599224,1,1,A,4,-0.7785134485781728,False
0,C,0,0.3923009135299714,0,0,C,4,-1.0537708656629992,True
0,B,0,-0.6551916702943738,1,1,B,0,0.9517540877436774,True
0,C,2,1.126207430335371,1,0,A,4,1.46764834200839,False
1,C,2,-0.39990355876578043,1,0,B,3,-0.31542908960312666,True
1,B,0,0.5799834783867918,0,0,D,3,-1.4382102910482182,False
0,C,3,2.7110318074623763,1,1,C,0,-1.0560815820384524,False
1,A,2,0.6430579992357589,0,1,A,0,0.428878691702432,True
1,A,1,0.5308381641843961,0,1,D,2,0.5398151282096643,True
1,D,1,-0.07598661943858176,1,1,D,2,1.7143041241832049,True
1,D,2,-0.7110378291475224,1,0,D,4,-0.6760801313671827,True
1,C,3,-0.6947969974525592,0,0,A,2,-0.20390632112773308,True
1,D,0,-1.392950830799574,0,1,C,0,-0.09719512020898706,True
1,D,4,1.2099068735160683,0,1,A,1,-0.823248568983674,False
0,D,4,0.4237524061978532,1,0,B,0,0.43016529853127566,False
0,A,3,-0.3253424285789949,1,1,C,0,-0.8097620849610085,False
0,B,3,0.19258974986910835,1,0,B,2,-1.0875375682715078,True
0,C,2,-0.6194036063510883,1,0,C,1,0.32730818093301906,True
1,A,2,0.4296996663748354,1,1,D,1,-0.3861968068233864,True
0,C,2,-0.2069317190442981,1,0,A,1,-1.0615597346102428,True
0,D,4,0.20071140437942997,1,0,B,0,0.3257379346201045,False
1,D,3,-1.2498274409431704,0,0,C,0,0.551278246921551,False
1,C,3,-0.7958836928509719,0,1,B,0,-0.3062900915602275,True
0,C,2,1.0310804902732105,0,0,B,2,0.527533669363983,True
0,D,2,-1.4219729098679248,1,1,D,0,1.2725502443199925,False
1,A,1,0.15259635967561588,1,0,C,2,0.1358962614375347,True
0,A,1,-0.7577560134027306,1,1,C,4,-1.0196102045451414,False
0,D,0,-0.35053246981120073,0,1,D,1,-1.0912151016155107,True
1,D,4,-0.7801637634729216,1,1,C,4,-0.7666442933670542,True
1,C,1,0.8018868759671235,1,0,B,1,0.6835926259031673,True
1,A,2,1.8951693105968552,0,0,A,0,1.279763979768069,True
0,D,0,0.30577935888015984,0,0,C,2,-0.34401450889167423,False
1,D,3,0.6548023782224686,0,1,B,0,-1.243623260837078,False
0,B,3,0.6895034503689349,1,1,D,4,0.648023968485709,True
0,D,4,-0.655048845532215,1,1,B,2,0.7673945689446591,False
0,C,1,-1.6893540100331106,0,0,A,2,0.3054974721005648,False
1,C,4,-1.5610765588385285,0,0,D,2,-0.11317179703753472,False
1,B,0,0.1357662175608801,1,1,B,2,-1.4124406069323887,True
0,B,4,0.8827910218916688,0,1,C,1,0.23486687128687167,False
1,B,3,2.878085121989009,1,0,C,0,0.2826644859322757,False
1,A,1,0.5585628781372638,0,1,D,0,-0.5084911221196419,True
1,D,3,-1.0396242905578446,0,1,A,0,0.436939466002012,False
1,C,2,1.7773905050312295,0,0,A,1,-0.1842513960529617,False
1,C,3,0.3605949935508226,0,1,C,4,-1.120242078995139,True
1,B,1,-0.13614426510357172,1,0,A,1,0.8338835132414144,True
0,B,2,-0.18397941816567626,1,1,B,1,1.5580152584875775,True
0,B,4,-0.1173485904461276,0,0,A,1,-0.25029215927299087,False
1,A,0,1.371758453416076,0,0,C,4,-0.09170316882979798,False
1,C,4,-1.1214442433390126,0,1,B,4,0.7491217768423523,True
1,A,2,-0.8483946588229799,0,1,D,2,0.6721156496982306,True
1,A,2,-0.6136144679409383,1,1,D,2,-0.07655035530545373,True
0,C,0,-0.4147453666958172,1,1,A,0,-2.5037580594356,False
1,D,2,-0.9336138647718645,1,1,A,1,-0.24393454697196318,True
0,B,1,-2.0659108268510615,1,1,B,4,-1.588023829835542,True
1,B,1,0.9151407242736336,1,0,A,4,0.41170263380036637,False
1,A,3,1.8298782527153747,1,0,A,4,0.1547454890940065,True
1,A,2,-0.5852201458616538,0,1,C,1,-0.03940086073444226,True
1,A,3,-2.0151890505037295,1,0,B,4,-0.2616829478316622,False
1,D,1,0.04434574497657045,0,0,B,0,-0.10886838556799346,True
0,C,2,-0.7067813602406328,0,0,A,0,-1.0205545937549545,False
1,C,1,0.10194288418978638,0,1,C,3,-0.2344091138286893,True
0,D,0,2.747321759113285,0,1,D,0,-1.2982169494923763,True
1,D,0,-0.6437749999806299,0,1,A,0,-0.569868144523438,True
1,D,0,-0.8682062527710257,1,0,B,0,-1.2982228704488874,True
1,C,1,-0.2829233438054483,0,0,D,4,-0.6204940723029778,False
0,C,3,0.19934374113448095,0,1,B,2,-0.7748428577260469,True
1,C,1,-0.3994023732988658,0,0,B,1,-0.40246282616524626,True
1,C,1,1.1468233962941212,1,0,C,1,-0.19062148146055424,True
1,B,2,1.7960631918712398,1,0,B,4,-2.086877378994728,False
0,B,1,0.8694061825683931,1,0,A,1,-0.9783223263247239,False
0,B,3,-0.9605577353326982,1,1,A,4,-0.2489428409144902,True
1,B,2,-0.16940337782780263,1,0,C,0,2.041721978021912,False
1,A,0,-0.38005013561172446,1,0,B,1,-0.26014534575903897,True
1,B,1,0.7824551142311433,0,0,D,1,0.5978432106670524,True
0,A,4,1.8242807165613926,0,1,C,1,1.0442950833465303,False
1,C,1,-1.1393335517834258,0,1,D,4,0.745445029968336,False
0,C,0,1.4567169369958157,0,0,C,1,-1.2411223212662281,True
1,B,3,1.1010265061837947,1,0,C,2,-1.3522794291657987,False
0,D,0,1.2169418051478311,0,1,A,3,0.5255264289085305,False
1,B,0,1.4773674806310046,1,0,C,3,0.34465001698327047,False
0,D,4,0.0840083859520356,0,1,A,4,-0.02890347332755069,True
0,A,3,-0.8599272056629924,1,1,D,3,0.4389034898725526,True
0,B,3,1.4718493786630231,0,1,B,1,-0.25740569241987576,False
1,B,1,-0.43937214125902513,0,1,A,0,0.0639653351788243,True
1,A,2,-1.207528776832645,1,1,A,2,0.13929796580521792,True
0,B,1,-0.0971649264219588,0,0,A,0,-0.7666087514807306,True
0,A,1,0.5000571793276682,1,1,D,4,1.6480637304627785,False
0,D,2,-0.04273423863908365,0,0,C,3,-1.8756633172501256,False
1,D,1,-0.3102912479690445,1,0,D,3,0.15348781571438797,True
1,A,4,-2.285336801274863,0,1,B,1,0.27610901273413874,False
1,B,0,0.5382309853361633,0,0,B,2,-0.705803763879272,True
0,C,0,-0.6350294119773636,0,1,C,0,-0.6752246218886934,True
1,B,3,1.1341178073567961,0,1,A,3,-0.07539801611344904,True
1,C,2,-0.0657714443696967,1,0,A,1,-1.176632322920226,True
0,B,2,-0.25838402279389283,0,1,C,4,-0.7643081292497466,False
0,C,1,-0.4213797072277433,0,0,D,3,0.5853578588537567,False
0,B,0,1.914847958629105,1,0,A,3,-1.2152455807109264,False
0,B,0,0.4899751435276931,0,0,C,2,1.2244675778737597,False
0,B,0,0.7863227912826641,0,0,D,2,-0.9612013556976148,False
1,D,2,-0.37371705531459776,0,0,A,1,0.5949885499541353,True
1,A,3,0.40503892430379307,0,1,C,0,-1.2266877355933266,False
0,A,0,-0.28718805176580947,1,1,D,0,-0.7201757845433245,True
1,B,0,-0.7971084658411812,0,1,A,1,0.4413751290690278,True
0,A,3,0.2745270322986974,0,1,D,1,-1.2814078524066197,False
1,D,3,-1.4161564630468864,0,0,A,1,-0.5320090840673184,False
1,A,1,-0.23664552756917812,1,1,D,0,-1.1078213837731605,True
1,B,4,-1.2062729356721076,0,0,D,3,0.3225053491429438,False
0,D,4,1.1725706990248297,0,1,D,3,-1.3641444714555748,True
1,D,2,-0.7965225794451027,1,1,B,0,-0.509451164431298,True
1,C,3,-0.17317542787880152,1,1,A,4,1.2866714718047254,True
0,D,2,0.8852067701561549,0,0,B,1,-0.2183479875595552,True
1,A,0,1.42213685422841,1,0,B,0,-0.6114747338752695,False
1,B,1,0.9749850767356335,1,0,B,0,0.5096792566823415,True
1,B,1,-0.536358233222221,0,0,B,0,-0.27082607148304944,True
1,D,3,-0.5350476263971472,0,1,B,2,0.6149551521833069,True
1,B,2,1.1487176757173305,0,1,D,3,-0.8919462671872513,True
1,D,4,-0.06358200673028103,1,0,B,4,-0.2688837000497439,True
0,D,3,-0.3880528604425506,0,1,A,1,-2.3054613674996287,False
0,A,4,-0.152012616284831,0,1,B,0,1.038727998026522,False
1,A,2,-0.18628791369174602,0,1,B,1,-0.0859308936675243,True
0,D,1,0.941741747022938,0,1,A,2,-0.07781129703240244,True
0,A,3,0.27788996435317526,0,1,D,3,0.18490788875641856,True
1,B,3,2.015039502200384,1,0,B,3,0.09776918807158992,True
0,D,2,-1.9354971100466078,0,0,B,4,1.1538297186535456,False
0,C,4,0.7363475767086297,0,0,B,0,0.10075608392738712,False
1,A,0,1.613800960387932,0,1,D,4,-0.02653618302733383,False
1,D,2,1.037436844388025,1,0,C,2,1.5324128258977705,True
0,B,1,-0.8143939475948617,1,1,A,4,0.7088680266528312,False
0,A,0,0.10456045937626264,1,0,D,2,-0.8084045649962536,False
1,A,2,-2.5428603026497703,1,0,A,1,-1.5962927945610066,True
0,C,1,-0.4968314738560516,0,1,D,2,0.7031665149152371,True
1,A,3,-0.8004055881170942,1,0,A,4,-0.9734780360023279,True
1,B,3,0.5069147916770209,0,1,D,2,-1.7120058296939689,True
1,C,2,-1.1567626880058615,0,1,C,3,-0.21996960712841215,True
0,D,4,0.1323676706232619,1,1,A,1,-2.76560192379136,False
0,B,3,-1.199806131265429,1,0,B,0,0.42048802311479594,False
0,A,4,-0.38107154230265444,0,1,A,0,-0.37450118319979103,True
1,B,3,-0.5498351488501647,0,1,A,0,-1.5368614211821197,True
1,C,1,-1.2790377307650684,0,0,B,0,-0.5405443480907373,True
1,B,0,-1.3352265035975182,1,1,B,1,-0.3736898803984224,True
1,B,3,-0.6737375500297518,1,1,A,1,0.26314016786348066,True
1,D,0,1.2717846833250215,1,1,A,1,-1.510781996667758,True
1,B,1,-1.3156606267083037,1,0,A,1,1.0743788591559016,False
1,D,1,-0.8415066698293414,1,1,D,1,-2.0208592047266034,True
1,A,4,0.9987164511366188,1,0,C,3,0.19068045048440094,True
0,A,3,-0.23872326543304523,0,1,D,3,1.810250271146995,False
1,D,1,0.46033815486821006,0,0,B,2,-0.004368099504342115,True
1,D,3,1.116076889517237,0,0,A,2,0.889215712405498,True
1,C,1,0.08690401189572412,1,1,B,4,-0.035109218657898865,True
0,D,3,0.9440117043078191,1,0,B,1,-0.2315039981433784,False
1,A,4,0.48501338713880104,1,0,C,2,0.5945358189236859,False
1,B,2,-0.8417075003729589,1,1,D,3,-0.9194528033037477,True
1,D,2,-0.6437934301837207,0,1,C,2,1.4846581614877241,True
1,D,2,0.36317764280413706,0,1,C,3,1.4964392285467674,True
0,A,0,-0.5440246441040401,1,0,C,0,-1.0640441499774815,True
1,C,2,0.739864168878084,0,1,A,2,0.9208992908173977,True
0,A,1,-1.6091820920847624,0,0,D,3,-0.6606321867157817,False
0,A,3,-0.5578691443813479,1,1,B,2,1.327177606672077,False
0,D,2,-0.6627922409438595,1,1,A,3,0.9401219032723575,False
1,C,2,-0.3972089825867247,0,0,D,0,-0.40216103689392757,False
0,B,4,-0.44582075860166454,1,1,D,0,-0.17010448518557297,False
1,C,1,-0.6438213513874059,1,1,B,4,0.1425883583010031,True
1,B,3,-1.077482733146308,0,0,C,1,0.8622974511415054,False
0,D,3,0.812592608706191,1,1,B,4,0.5800077502699328,True
1,B,3,-0.5789123303624025,0,0,B,3,-2.3427126571985353,True
1,C,4,-1.0209974075599533,0,1,D,0,1.1904932286386791,False
1,A,4,1.723448383708049,0,1,D,2,0.647895178330036,True
0,B,0,-0.09763739148029335,1,1,A,2,1.9808306071642814,False
1,C,3,1.7052524623638412,1,1,D,3,0.2838721574873547,True
1,B,0,0.040149415543885555,1,0,A,3,0.04622800905164173,False
1,B,2,-0.22453132463724848,1,0,B,0,1.361600348710433,False
1,D,3,0.5439808513543188,0,0,A,1,-0.5479543109834037,False
1,B,4,1.682780276942573,1,1,B,1,0.32675334292138397,True
0,A,4,0.9910908546234971,1,0,B,0,-0.5289073197027268,False
1,C,3,-2.2211536152245834,1,0,C,2,1.4135886873187729,True
1,A,3,-0.29613690427157474,0,1,B,1,-0.30459051036907286,True
0,A,1,1.4643601148222714,0,1,D,1,-0.3207600826454863,False
1,A,2,-0.29223120536988495,0,1,B,4,-2.40793733959495,False
0,D,0,1.8503546920049507,1,0,B,0,-1.1556047481980936,False
1,C,0,-1.5635813157434042,0,0,C,4,-0.8561658417689545,True
1,B,4,1.0760884351765712,0,1,C,0,-0.7517958888329193,False
1,B,0,-1.4213886309498631,1,1,D,0,-0.7489367348518674,True
0,A,0,-0.03090309549601615,1,1,B,4,0.3460364762557063,False
1,D,2,-0.037354191561879184,0,0,C,4,-0.39736572208926385,False
1,C,3,-2.0406641735531545,0,0,D,1,-0.6883485899068322,False
0,C,4,0.5724690070843246,1,1,A,3,-0.06356316118240596,True
1,C,4,-0.7705736496510547,1,0,C,1,-1.0750481913441003,True
1,A,1,-1.7184063340746416,0,1,B,1,-0.45025962640155404,True
0,D,3,-0.21431131941518722,0,1,D,2,-1.5728651884217821,True
0,B,3,0.3626721053691377,0,0,C,1,-1.7233907965807458,False
0,D,0,-0.5790324953835801,0,0,D,4,-0.147058567006747,True
0,C,3,-0.47205138358324966,1,0,A,1,0.8963602029064703,False
1,B,3,-1.0626427896784378,0,1,A,0,-0.3695158488773318,True
0,B,4,-1.7370123116347627,1,1,D,2,-0.13935520107605273,False
0,A,1,0.3943557366559901,1,0,C,4,-1.0948530896373985,False
0,B,1,1.0384553739561095,0,1,B,2,0.2886427402801046,True
0,B,1,0.8029845654926813,1,1,C,2,-0.8836345655243196,False
0,A,3,-0.6916955509729259,1,1,D,2,1.2013034483428398,False
1,B,1,-0.5397087159850951,0,1,D,3,0.7695764478885424,True
0,D,0,-0.3568884815420314,0,1,B,1,0.004147229663596071,True
1,D,4,-0.97771616915579,1,1,B,3,-0.39091522893222236,True
0,A,0,0.08974350281826916,1,0,C,3,-0.1556087994583583,False
1,D,2,0.3225862699603742,0,1,B,2,-1.270009031651181,True
1,A,1,0.22603258451482428,1,1,A,3,-1.0045847233655887,True
1,A,0,-0.11698196749060807,0,1,A,3,0.511593555930969,True
1,D,0,0.14897084145385076,1,1,D,3,-1.2257633092516007,True
0,A,1,-0.5910159830886594,0,0,B,3,0.14798453751659335,False
1,A,3,0.024030528411800377,1,1,C,4,-0.8007229887951158,True
0,A,2,0.7030896390962935,1,1,B,4,1.6382176339687478,False
1,B,1,0.7589752789383094,1,1,D,4,1.9285785816451353,True
1,C,2,0.7409586399009098,1,1,D,4,0.13220766974601839,True
1,D,2,0.0006174449974252649,0,1,A,3,-0.8890516459149661,True
0,A,0,0.5508841191094749,0,0,D,4,-1.1335776713191763,False
1,A,0,-0.5483808548219791,1,0,D,2,-0.5623845618368706,False
0,A,0,-1.6992812909892432,0,0,C,4,0.20993153090217814,False
1,A,4,-0.9155997187897948,1,0,C,3,-1.7922296645053388,True
1,A,1,-0.34300681741269506,0,1,C,4,0.36265315917235674,True
1,C,1,0.819914828106263,0,1,B,0,1.492512372064764,True
0,D,1,-0.3754333152696097,1,1,B,3,-0.08266635337735691,False
0,D,0,-1.2188078431417892,1,0,D,1,-2.318711512167978,True
1,A,1,0.3319595289299278,1,0,A,4,-0.8061218298859166,True
0,D,0,-0.9641552808975061,0,1,A,1,-0.3958337021082163,True
0,A,0,-0.21924760088604422,1,1,D,3,0.9238900183586698,False
1,A,0,1.6303281127585532,0,0,B,3,-0.8068770071133271,False
1,C,3,0.9754325136599942,1,1,A,4,0.11882321840677619,True
1,A,3,-0.6939335092062145,0,0,B,4,0.8120070263401591,False
1,B,0,0.08155990296762286,1,1,A,2,-0.5358744715972391,True
1,C,4,0.07441502591734835,1,0,C,1,-0.2793124200045589,True
1,A,4,0.15326624841736952,0,1,B,0,0.5105185865519994,True
0,D,3,1.513578382494547,1,0,B,4,0.2593297185954486,True
1,D,3,0.6067105707693363,1,1,B,1,-0.4797891964548393,True
0,C,2,0.5554759280496485,0,0,A,4,0.14238961324259194,False
0,B,3,0.4093239594016503,1,1,C,2,-0.0720742070836705,True
0,C,2,-0.3067290506602965,0,1,D,3,-0.35188592347124575,True
0,D,2,0.908998037256156,1,0,C,2,0.5992828632954019,True
0,C,0,0.15872340934406134,0,1,A,2,-0.1474215272250663,False
1,C,0,-1.0991495706086116,0,1,B,3,-1.430766012286369,True
0,A,0,0.4806457742581418,0,0,C,4,0.29241122252299434,False
0,A,4,-1.4072022316662685,1,0,C,4,0.8229859575462918,False
0,B,2,-1.0567347810075634,1,1,A,3,-1.151058638998365,True
1,A,1,1.0707440224747704,1,1,C,1,-1.290388754294554,True
1,D,1,0.0443836470648718,0,1,A,4,0.7875072884744989,True
0,B,2,0.5775482523499771,1,0,C,2,0.8155597201615565,True
1,C,0,-0.4322309895168769,1,1,D,2,1.3439370943724964,False
1,B,0,1.2618064077391642,0,0,A,2,-1.1546414604245367,False
0,C,2,0.5075438468964051,0,1,D,4,0.7497774573250228,False
