obj1_feat_0_binary,obj1_feat_1_nominal,obj1_feat_2_ordinal,obj1_feat_3_quantitative,obj1_feat_4_binary,obj2_feat_0_binary,obj2_feat_1_nominal,obj2_feat_2_ordinal,obj2_feat_3_quantitative,collision
1,C,0,-0.4287315440161807,1,0,D,0,1.400489114701483,False
0,C,2,0.6084373987187114,1,1,B,1,0.6104635964244329,True
1,B,2,0.08573841267633045,0,0,C,1,-0.7240622676531917,True
0,D,0,0.18396789645279146,0,1,C,2,0.8805726369563734,False
0,A,0,0.18458398874208204,0,1,C,3,0.40224974564606863,False
1,D,3,0.6970365845022047,1,0,D,0,-0.13222758365781603,True
0,D,2,0.9154153087269091,0,1,B,0,-0.15247015699610197,False
0,C,1,0.3629280187567833,1,0,B,2,0.46455762227180875,True
0,D,2,-1.9865137685151029,1,0,D,1,0.9484028320817385,True
0,D,1,-0.6669261091796287,1,0,C,4,-0.4019402631774746,False
0,C,4,1.0908278468689854,0,1,A,2,1.5399391445386112,False
0,D,2,0.5803955882371843,1,1,C,3,0.46515601084715025,True
0,A,1,0.6102824982632188,0,0,B,3,1.16075505615968,False
0,C,0,1.3874456022824382,1,1,D,0,0.32692307589621317,True
0,A,2,-1.9340547417397096,0,0,D,0,1.6620355131046156,False
0,D,4,1.4130654510013476,0,1,D,2,0.7467278962397847,True
0,C,0,-0.755822580964299,0,0,D,0,-0.630117245686084,True
0,C,2,-0.21583567637332787,0,0,A,0,0.5556083873933402,False
0,D,1,-1.397547173411545,1,1,D,4,0.6223841820429141,False
1,C,3,1.4833160282485236,0,1,B,0,2.24236270914704,True
0,A,4,1.1646404393297327,0,0,C,4,0.08211321861614951,True
1,C,3,-0.11429510038958798,0,1,B,1,-1.1148614742796732,True
1,A,3,-1.7288426106130672,0,0,A,0,0.4310460125725186,False
0,D,0,-0.5303264757251099,1,0,A,0,1.0606348084431738,False
1,A,3,0.047081792456888684,0,0,D,2,1.5516592378221117,False
0,A,0,-1.1504369377235848,1,1,A,2,0.7947005053102838,False
1,A,4,-0.8774252536793268,0,1,A,3,1.6051337867143367,True
0,A,2,0.849800412396114,1,0,D,0,0.8539088970340873,False
0,C,1,-0.4254670817848883,0,1,C,4,-2.1135316207289674,False
1,C,2,0.13937840092066084,0,1,B,4,-1.498915645161734,False
1,A,1,0.3143436802710977,0,1,B,3,-0.537729276342798,True
0,C,2,-2.6495726257455052,0,0,C,0,0.6358328013388828,False
0,A,2,0.3844814922058244,1,0,B,4,-0.8237799400897684,False
1,B,3,-0.37978301112860385,1,0,A,4,-0.6186898427295515,True
0,D,3,-0.813667840807017,1,1,C,4,-0.4997054651588694,True
1,A,3,-1.658942077702673,0,1,A,4,0.24773810989705453,True
0,A,0,-0.38162295688648856,1,0,A,3,2.4848409456152907,False
0,B,1,0.10266100115086998,0,1,C,0,0.42997867913259596,True
0,A,1,0.6319557852435225,0,1,B,1,0.39936324211897767,True
0,B,4,-0.4395229150226385,0,1,A,1,-1.017660498795424,False
0,D,2,-1.2787065308055159,1,1,A,0,-1.9987916179584735,False
0,B,1,-0.9430379729950631,1,1,B,2,0.9788170808107707,True
0,C,0,-0.6070135267446091,0,0,A,4,0.39794998759618855,False
0,C,4,0.27821885667391866,0,1,A,1,-0.49996672322283336,False
1,A,2,1.119604380230819,1,0,A,4,-0.09154239161077898,True
0,B,0,-0.9673655391349097,1,0,C,0,1.5821000774942509,False
1,B,4,-1.627783715443729,1,1,D,4,-0.49009268033670544,True
1,B,1,1.8361350659685447,0,0,B,0,0.6270548890300177,True
0,C,2,0.06222939273339578,0,1,D,3,-1.5265986129072004,False
1,D,1,-2.332030817941593,0,0,C,3,-0.34792255273036116,False
0,D,2,-0.3689438299345135,1,0,A,3,0.561109652929044,True
1,B,3,1.061023840085346,0,1,B,1,-0.19571796861713345,True
0,D,0,0.9132711521285564,1,1,C,0,0.37170583866078916,True
1,B,4,0.781169221184481,1,1,B,3,1.1671032771396506,True
1,B,3,-2.5559960086724347,1,1,A,0,-0.46560401557157916,False
0,A,0,1.5023966358425036,1,0,D,4,2.200023791182362,False
1,C,4,1.0733233894542031,1,1,A,0,1.5431760698697337,True
1,A,2,-2.357727753258114,0,0,A,3,0.35057693963669173,True
1,D,4,-0.48061345417175694,1,0,D,4,0.5113662223923546,True
0,A,0,-0.41295093052230436,1,1,B,3,-0.8833723018908474,False
0,A,2,-0.05810844378122741,1,0,B,3,-1.6974087997264915,False
0,A,0,0.11879647950245424,1,1,B,0,0.5685324976530111,True
0,B,4,-0.16924294144495133,0,0,B,0,1.7263455653507753,False
1,C,4,0.4508278840768083,1,1,C,4,0.8288669533550552,True
1,A,3,0.9724667456018902,1,1,A,1,-0.30118272175825334,True
0,C,4,-2.232050033183078,0,1,A,0,0.29932343849526044,False
1,C,3,0.5503750497431792,0,1,C,2,-1.1861537639136965,True
1,B,2,-1.8154529224469682,1,1,B,3,-0.0776134300691268,True
1,A,4,0.44388477299201307,1,0,D,2,2.328685095408096,False
1,C,4,0.3661139294828496,1,1,C,0,-0.15167133032554408,True
1,C,3,0.842742223003931,0,1,D,2,0.6296935540794253,True
1,A,4,0.04480650608306456,0,0,C,2,-1.3973585817679557,False
1,D,2,-2.1145936786784643,0,1,D,2,0.08044009758788105,True
0,D,2,-0.15911621572243584,1,0,C,4,0.2583532508663749,False
0,C,2,-1.861323792195381,1,0,C,2,-0.9207012018117491,True
0,C,0,1.2022616795764476,0,1,D,2,1.6621170159111478,False
0,C,4,-1.0777378927387538,1,1,D,3,-1.253475027904537,True
1,C,0,-1.2744202742019146,0,0,D,1,-2.6810359986533374,True
0,C,1,-0.6064192591161405,0,1,B,1,-0.28118465975807955,True
0,D,0,-0.8779125898501582,1,1,A,4,-0.1069778352371515,False
1,D,2,0.9914181203393061,0,0,D,4,-2.2558286320765046,False
1,C,0,0.373819507752568,0,0,C,0,-0.8991589898516557,True
0,B,0,-0.10133710062861484,1,1,A,1,0.4393626660235639,True
0,C,3,1.1032904333594136,0,0,B,3,-0.49149549393557435,False
1,B,2,3.0403155012811665,1,0,D,3,-1.2185547357203244,False
0,B,2,-0.7954246019925242,1,1,D,1,-0.7775450676367563,True
0,A,4,0.040613014746010034,0,1,D,3,-1.035165620365394,True
1,D,2,-1.0877796149776513,0,1,C,4,1.3677666344549644,False
1,B,2,0.9141414245041646,0,1,C,2,1.701318165999693,True
1,C,1,1.2159556278864598,1,0,D,3,-1.2055487238648486,False
0,A,2,-1.59012922194793,1,1,B,0,1.0846891227709812,False
1,D,1,1.2023156306218898,0,1,B,1,-0.3058515975311467,True
0,C,2,-0.2251438989500554,0,1,D,2,-2.331000170068192,False
0,D,1,-1.5687835099491498,1,0,D,3,-0.3127389155663521,True
0,B,4,-1.2214832858825815,1,1,C,1,-0.7786495312104688,False
1,D,1,-0.7517217833130349,0,0,A,4,0.07576692651202135,False
1,A,3,0.10397752361166815,0,0,D,4,2.3205201438043006,False
0,D,1,0.3072338134180696,1,0,C,2,-0.9544303707759861,True
1,D,0,-0.6199674028513611,0,0,A,1,-0.3591064039655435,True
1,B,2,-0.655598630422244,0,1,B,1,0.41459870623612816,True
1,C,3,-0.03528333621482616,1,1,A,0,1.0415400407787838,True
1,C,3,-2.3998092868004894,1,1,A,1,1.1435075077967796,False
1,C,1,-0.636724969471132,0,0,C,3,0.894279397971595,False
1,B,2,0.8407230561151904,0,1,C,1,0.7150036922521265,True
0,B,0,1.9294505123480714,0,0,D,3,-0.2585944502728861,False
0,D,3,-0.6317270039578478,0,1,D,1,-0.8512848967831765,True
1,A,2,-0.7428842554219026,0,0,B,3,2.594487760763896,False
1,D,0,-1.816629691244965,0,1,D,1,-0.030075932625847176,True
1,B,1,-2.0503597848875863,0,1,C,0,0.1422893834112453,True
1,C,1,0.7413492024625561,1,1,B,4,1.7287945987767706,True
0,A,2,-1.0697069513930093,0,0,B,3,0.07281181557630552,True
1,C,1,-0.3343897273695041,1,1,B,1,-0.6001817990382995,True
0,B,1,-0.21499562970857022,0,1,A,1,0.4421926301034714,True
1,B,2,-0.8719096862677911,1,0,D,4,-0.44817380019270525,False
1,C,2,-0.48149833804373315,0,1,B,0,-0.8211587766400527,True
1,B,4,-1.1214657227156248,1,0,A,0,0.42608223590974903,False
1,C,4,-0.22195230734943203,1,0,B,3,-0.80208098795452,True
1,B,3,0.3123021788586434,1,0,C,4,0.4210637391259145,True
0,C,1,0.11737303966496734,1,1,D,3,0.22646286317691877,False
1,A,3,1.6194085824248046,1,1,D,0,-0.9952483815414256,False
0,A,1,-0.674972232027593,0,0,B,2,0.5420074043971679,True
1,A,2,-0.24841895594999452,1,0,A,3,-0.8608224605275073,True
1,A,1,-0.7566710208043976,1,0,C,4,-0.2015855464560881,False
1,A,3,-0.45224925799343246,1,0,A,1,1.839087730085384,False
0,C,2,0.9278874252454746,0,1,A,2,0.06140288405220441,True
1,B,1,-0.6565112245252513,0,0,A,2,-1.8332900270678385,True
1,A,0,-0.2348436238691903,1,1,B,1,0.3526206642239861,True
1,B,4,0.3448146638085357,0,1,C,4,1.4446449689059067,True
0,B,2,0.07189621904805567,1,0,B,3,-0.639512393197992,True
0,C,3,-0.5577873608584152,0,1,A,0,-0.2720928250213802,False
1,C,1,-1.2559538765352056,0,1,A,3,-2.499013388426018,True
1,A,1,-0.5914959027492934,1,1,A,4,-0.2500523961313686,True
1,B,4,-1.8543584012217946,0,0,B,1,0.33000311664931703,False
0,D,0,-2.02147658181741,1,1,B,2,-1.887001807343376,False
1,B,1,0.12526066968435698,1,1,A,3,1.3339785336058108,True
0,A,1,-0.48810568747884214,0,1,A,2,-1.2589898541077504,True
1,C,4,1.0312907279411738,1,1,C,1,0.5916612787367036,True
0,A,4,0.4616155775511309,1,1,C,3,-0.1385999875957089,True
1,A,4,-0.3235494414927619,1,0,B,1,-0.7144489656653227,False
0,D,0,-0.3604451545356646,0,1,C,0,0.344483660990932,True
0,C,3,-0.5515534923089443,1,0,A,2,-0.5151089703348307,True
0,C,2,-1.3944342905409166,0,0,A,4,0.23553250791231933,False
1,B,4,-0.1936660565669979,1,0,A,0,-0.2324745592712395,False
1,B,3,0.35416360926172114,1,0,A,3,0.14883924217348427,True
0,B,4,-0.6725065782899128,1,0,B,4,-0.7003756260746957,True
0,A,1,0.4056036958461843,1,1,C,4,-0.8343381291475532,False
0,B,4,-1.1817461791061414,1,1,A,1,0.1638442858969714,False
1,B,3,0.5753263518881117,0,0,D,0,-0.7670636522630748,False
1,D,1,1.3268709566179513,1,0,A,0,-0.7952108182217124,False
1,A,0,-0.3887505927492485,1,0,C,2,-0.7012015457334859,False
0,A,2,-0.31352824175445226,0,0,C,1,1.2129533337334593,False
1,C,3,-0.8609907525922311,1,1,D,0,2.0358893462829997,False
1,B,2,-0.5805822935091834,1,0,D,1,-0.10602790655504203,True
0,C,3,-1.1892895691308767,0,0,C,2,0.15127798596749176,True
0,A,4,-0.35737611984130613,1,1,C,4,-1.4820490682687364,True
0,A,1,0.3923468874046981,0,0,C,4,-1.6068858600579095,False
0,A,1,1.8261094875676243,0,1,D,3,-1.929910124564872,False
0,A,1,0.4558442238892076,1,0,B,3,1.781939488368268,False
1,B,1,-0.9097312169777235,1,0,C,4,0.45513944381125354,False
1,D,3,-0.6429576799746566,0,1,B,2,-0.3405485152594374,True
0,A,4,-0.5076990980928291,0,1,A,1,-0.9144676338272564,True
1,A,4,-1.4226011034949073,1,0,B,4,-0.04093427405508877,True
0,C,1,0.21393763273623678,0,0,B,0,0.22410396294911805,True
1,C,3,-0.06739146178381444,1,0,C,3,1.1263032850798045,True
1,A,0,0.7059378059202901,0,0,B,0,-0.666127230936948,True
1,D,1,-0.9027813728928243,0,0,B,4,0.7912632437461613,False
0,D,1,0.9601403882909867,0,1,A,4,0.8437274053703919,False
1,C,4,0.7729504077523955,1,1,A,3,0.8617775769067575,True
1,D,4,0.7602392987456013,0,1,B,0,0.4541566234286582,True
0,C,4,-0.805179771070548,0,1,B,1,0.05199771122840879,False
1,A,4,1.3692008038227885,0,0,A,3,-1.1955629145320603,True
1,B,2,0.7503990379605433,0,0,C,0,1.1057642432418253,False
1,B,1,0.8464634672257427,1,1,B,3,0.09738111653055101,True
1,C,3,0.6035260646711786,1,1,D,0,0.6363256904818977,True
1,C,3,-0.3992387212249052,1,0,C,3,-0.6736133865468592,True
1,D,0,0.7069158221679127,0,1,C,1,0.3133782877601512,True
0,D,1,-0.4489740262952457,1,1,D,2,-0.5672999116046002,True
0,D,0,-1.9929031650997686,1,0,D,3,0.3540335811746256,False
1,C,3,0.359852130676836,0,0,A,2,-0.7785976588679497,True
0,A,2,1.8123597054396245,1,1,A,2,-0.5321377180594521,True
0,C,1,-0.26125230169311037,1,0,B,4,0.9774259570044893,False
1,C,2,-0.24258556538296033,0,1,A,3,1.2095952586930938,True
0,C,4,0.1056268359680973,0,1,A,1,1.4572443429735522,False
0,D,1,-2.581613545676593,0,1,D,4,0.38215481237186544,False
1,A,4,-1.197399367381127,0,1,C,3,2.254745641308409,True
1,C,4,-0.4645434706363995,0,1,D,3,1.0859225810331534,True
0,B,3,-0.6689706263080262,1,0,B,2,1.0252992741655516,True
0,A,1,0.2912651290476913,1,1,D,3,0.7046450273330367,False
1,C,2,-0.46660115937395946,1,1,B,2,-0.477310869279646,True
0,B,2,0.39515393898853035,1,1,A,3,1.532855056920292,True
1,C,0,1.2980869803764217,1,1,D,0,-0.2938297142845136,True
1,C,3,-0.40291637619501036,0,1,A,1,0.4642182580093132,True
1,B,4,0.6872735777409018,1,0,D,0,0.23680115230797447,False
0,D,1,-0.06284298569015127,1,1,B,1,2.6688477931965044,False
0,C,1,1.2498011356963106,0,1,C,2,-0.5747173914715952,True
0,D,4,-1.445541922294637,0,0,B,4,-1.638099845553013,True
1,C,4,-0.6171835597934914,0,0,C,0,0.2998590795083923,True
1,B,0,-0.11469888704772037,0,1,D,2,1.3272028823887105,True
1,A,4,1.476901861380385,0,1,A,3,0.5215373968266667,True
1,C,3,-0.544718966068594,0,0,D,1,-1.29949637563965,False
1,A,0,-0.9363951442720283,1,1,A,3,0.2533977526068622,True
1,A,1,-0.9951924172250995,1,1,C,4,-0.08638460239763644,True
1,B,2,-1.1289521287381028,0,1,C,0,0.07839089245612868,True
1,D,2,1.0537805249252399,1,0,D,2,0.019864853434372498,True
0,C,3,0.5344564436903229,1,0,D,3,-0.030632179881009955,True
1,B,1,-1.0054706581123503,1,0,B,4,-0.00958628223427437,True
1,D,2,0.9257601983475876,0,1,C,1,-1.7044675525444852,True
1,B,0,0.12004544187509891,1,1,C,0,-0.34591258937614605,True
0,C,3,-1.7664848196620342,1,0,D,1,0.30430591949079205,False
1,D,3,0.7401467533223062,0,1,C,3,1.9156301806163687,True
1,C,0,-0.6273599578794273,0,1,C,3,2.09149772853933,True
1,C,0,-0.24214347346165863,0,0,D,3,0.9170131916719448,False
1,C,4,1.031595319203128,1,0,D,4,0.14074825046841286,True
0,A,1,0.2587301596849293,0,1,A,0,-2.7917285341626963,True
1,B,4,0.04735461436756112,0,1,A,3,0.2576102376236891,True
0,B,3,0.5546542878752307,0,1,D,2,-0.5157615934692344,True
0,C,2,-0.4771488054036438,1,0,A,3,0.7830645337560892,True
0,B,3,-1.1404411591655281,0,1,D,3,-0.22464757627303897,True
1,C,1,1.1336450400320597,1,0,C,4,-1.218310076854044,False
0,D,2,-1.0501521144586445,0,1,C,4,0.8940143607729664,False
1,B,4,-1.609542448310622,1,0,D,3,0.39147702157451575,False
1,C,3,-1.7818517311428541,1,0,A,3,0.9320141088002196,False
0,C,1,-1.8258235034460493,0,0,D,3,-0.19690576289583064,False
1,D,3,-0.3167552127134498,1,0,C,4,-2.0915960314216773,False
1,D,3,-0.2868029882986809,1,1,D,3,1.0557212766263595,True
1,D,0,-0.2486269222895239,1,0,D,1,0.3532417561923805,True
0,A,0,-0.33472803422904357,0,1,B,1,-1.2170611556153155,True
1,D,4,-0.07191722890184658,0,1,C,3,-2.196489597735255,True
1,A,2,-0.9465678003472666,0,1,A,1,0.875763499736975,True
1,B,3,-0.4321778961425404,1,0,C,0,-0.8341284628467346,False
1,D,0,-1.152552998383134,1,1,A,4,1.2313615147952768,False
1,D,2,0.5491892352884274,1,0,D,4,0.994285393427418,True
0,D,0,1.715378783253152,1,1,A,1,-0.6101924524740354,False
1,C,3,-1.242829125435917,1,1,D,1,1.7625556040447088,False
1,C,1,-0.3763352709910629,1,0,B,2,-0.9049603595246796,True
0,B,1,-0.10963991637753534,0,0,C,3,-0.7504956205537251,False
1,C,3,-0.6480708443860466,0,1,D,0,-1.258235429717765,True
0,A,2,-0.8396996515582148,1,0,A,3,0.28468411414065264,True
1,A,4,0.2618870877582576,1,0,C,1,0.25109512053507393,False
1,D,3,-2.313423936208118,1,0,B,4,1.1329308898113162,False
1,A,4,-0.5567475882296983,1,1,D,1,0.14178013487955218,True
0,A,1,-0.894229950756971,0,0,A,3,1.8192029171704884,False
1,C,2,-0.8808147299184034,0,0,A,1,-0.5739762588713999,True
1,C,1,0.19896138471018962,1,0,A,4,-0.4456639130592645,False
0,D,1,-1.2957016001808737,1,0,A,1,0.44802802176525097,False
1,D,1,-0.6133963132797922,1,1,C,2,-0.799392777100244,True
1,B,0,0.3798104134965343,1,1,C,0,-0.7977003156234833,True
0,C,0,0.845646842958116,0,1,C,0,0.16214013279725234,True
0,C,4,1.4426866995086258,0,0,D,0,0.17745723291920543,False
0,A,1,0.988854209896434,1,1,B,4,-0.5938005816958519,False
0,C,1,0.18064074379393552,1,1,A,3,0.33672913775733937,False
1,C,2,-0.1529895792479104,0,0,B,1,-2.622816594755421,False
0,D,4,1.7817471586052653,1,0,A,3,1.5578682942974642,True
0,A,1,-0.784030425774836,0,0,A,4,-0.4011558864010641,True
0,B,3,-0.26056606748977734,0,1,B,3,0.8056655549005951,True
0,B,0,1.7224292100397869,1,1,B,4,-0.18554698520838428,False
0,C,3,-0.7618692770053999,1,0,B,2,0.8613948384904402,False
1,B,4,-1.7553320647424768,0,1,C,2,0.008119681004056389,False
0,A,2,0.48528180863460174,1,1,C,0,-0.3699132351835979,False
1,D,1,-0.38430448521567107,1,1,B,3,0.43232862097656855,True
0,A,4,-0.5472399849429569,0,1,D,2,1.4462234638833078,False
1,B,1,-0.6335459287752191,1,0,A,4,0.10126308235338709,False
1,A,4,-0.40180087727853936,1,1,D,3,0.17800165144620259,True
1,A,1,-0.5226565731185021,1,1,D,2,-0.015801188369946997,True
1,A,0,-0.6846431944249517,1,0,D,2,-0.42833846237042295,False
0,A,2,-1.0217700121636886,0,1,C,1,-0.02837215003090379,True
1,C,2,-1.1218308060713005,0,0,D,4,-0.5567030288152567,False
0,C,4,2.3420877532025157,0,1,B,0,0.3887410097721122,False
1,B,1,0.7308155485500338,1,1,D,3,-0.7055751331915563,True
1,B,0,0.17968581964522704,0,1,C,0,0.5677047197880082,True
1,B,4,-2.017432997725515,0,1,A,1,-0.7509465405786305,True
0,A,4,-1.107714272366609,1,0,C,0,-0.41405334304906666,False
1,A,2,-2.934167912766559,0,0,B,0,-0.033392601409436916,False
0,A,2,-0.9979160259180392,1,0,D,2,0.2839171268155613,True
1,D,1,1.641585408596283,1,1,A,1,-2.1543852633689538,True
1,B,3,-2.7335981689467275,0,0,A,1,-0.008853437013145003,False
1,A,4,-0.07288747452424502,0,0,C,2,-0.5211906296420296,False
0,B,3,-0.11778875680307424,1,1,D,1,0.9859700565582609,False
0,A,4,0.4484758882862802,1,1,D,1,1.0962796116464366,False
1,B,3,-0.30901376502531364,0,1,C,2,0.5214681974485508,True
0,A,3,-0.008773088758597686,1,1,B,2,0.4046859074129898,True
0,A,0,0.5436095833203782,0,1,B,1,-0.5895529095573921,True
1,A,0,0.06313849376005051,0,1,A,4,0.40696309682314624,True
1,C,1,-1.3711162868472546,0,1,D,0,-0.414073035193567,True
1,C,3,1.405233893783192,0,0,B,3,1.7717474251820844,True
1,A,4,-1.2651533732570286,0,1,C,2,0.3603241621524949,False
1,D,0,-0.10394719999677762,0,1,B,3,-1.4042078161200495,True
1,D,3,-0.46594447351815454,1,0,B,4,0.2134519461270958,True
0,C,2,0.5714800137011652,1,0,B,2,-0.9463377903517705,False
1,C,0,-1.3654715083337372,0,0,A,1,0.05709216864289746,True
0,B,2,-0.7777109643479405,0,0,A,2,0.8784433520069225,False
0,C,2,-0.1561703659184515,0,0,D,3,-1.475227988843622,True
0,C,1,1.697167564348895,0,1,A,4,0.5121615565579479,False
0,C,4,1.1037870579309421,0,1,A,1,-2.1626967185274273,False
0,A,0,-0.510890440904268,0,1,B,2,-1.0177141994883492,False
1,A,1,-0.9496353210615878,1,0,C,1,-0.21985091304828813,True
0,A,0,0.610210957831355,0,0,D,4,1.2648992209132657,False
0,D,1,-0.5095126489177658,0,0,B,1,0.1835756043238429,True
0,C,2,0.8895068155105843,1,1,A,4,0.00850510787558813,False
1,B,0,0.29408101326870956,1,0,D,0,-1.0958237807520155,True
1,B,3,0.8550055547532956,0,1,B,2,1.0774837617700077,True
0,B,4,0.29080568915432214,0,0,A,0,0.3178134660867231,False
1,A,3,-0.34187385831995315,0,0,B,4,-0.18355544832525336,True
1,A,0,-0.4154222574720838,0,1,A,0,0.19792655551830537,True
0,B,4,-1.6821090039443898,1,1,A,3,0.8908763959993512,False
0,D,0,0.6475606956500886,0,0,A,2,0.4750314367783612,False
