,carat,cut,color,clarity,depth,table,price,x,y,z
37,-1.0303791277977459,1,2,2,1.5959204,-1.5449001029808969,402,-1.2847399,-1.277248,-1.133502
38,-1.1359805935251712,2,6,3,-0.6724645,0.695482082848255,403,-1.4273739,-1.4118505,-1.4642195
39,-0.9881385289181029,4,1,1,0.036405634,-1.0968236658150665,403,-1.1064472,-1.0977778,-1.090365
40,-0.9881385289181029,4,1,1,-0.38891536,-0.6487472286492362,403,-1.1064472,-1.1067516,-1.133502
41,-0.9881385289181029,4,0,2,-0.459804,-0.6487472286492362,403,-1.1064472,-1.0618839,-1.119123
42,-1.1359805935251712,1,6,3,2.4465623,-0.6487472286492362,403,-1.552179,-1.5374793,-1.3348083
43,-1.1359805935251712,1,6,4,-2.3737512,2.4877878315115765,403,-1.3738861,-1.3400626,-1.5504935
44,-1.0092588598296062,1,2,1,0.9579362,-0.6487472286492362,403,-1.2401664,-1.2234071,-1.133502
45,-1.0726197266773887,3,4,2,0.46172932,0.24740564568242457,403,-1.3293132,-1.3221152,-1.277292
46,-1.0092588598296062,2,2,1,0.036405634,-1.0968236658150665,403,-1.2312521,-1.1785395,-1.191018
47,-1.0092588598296062,1,2,1,1.4541459,-0.6487472286492362,403,-1.2223371,-1.2144334,-1.075986
48,-1.157100861493311,2,5,3,1.0997108,1.1435585200140854,404,-1.5432643,-1.5285056,-1.4354614
49,-1.0726197266773887,2,2,1,-0.7433504,1.1435585200140854,404,-1.2490813,-1.2234071,-1.291671
50,-1.1782211609331326,2,4,2,-0.60157585,1.5916349571799158,404,-1.5254351,-1.5285056,-1.5648724
51,-1.1993414289012723,4,3,4,0.10729427,-1.5449001029808969,404,-1.6056668,-1.6002936,-1.5792514
52,-1.0092588598296062,4,1,2,-0.60157585,-1.0968236658150665,404,-1.1421057,-1.1246985,-1.176639
53,-1.2204617283410937,3,5,3,-0.10536893,0.24740564568242457,404,-1.6056668,-1.6541345,-1.6223885
54,-1.2204617283410937,3,6,3,-1.7357696,2.039711394345746,404,-1.623496,-1.6631081,-1.7661788
55,-1.0514993957658856,4,1,1,-0.5306899,0.695482082848255,405,-1.275825,-1.2593011,-1.3060501
56,-1.0514993957658856,3,0,1,-1.7357696,1.5916349571799158,405,-1.159935,-1.2144334,-1.3348083
57,-1.0514993957658856,2,1,2,0.6035012,-0.2006707914834058,405,-1.3203983,-1.3041682,-1.2485341
58,-1.0514993957658856,2,1,2,0.88705033,-0.2006707914834058,405,-1.2936542,-1.2682743,-1.191018
59,-1.0514993957658856,1,1,2,1.0288249,-1.0968236658150665,405,-1.3203983,-1.295195,-1.205397
60,-0.9458979929818235,4,1,4,-0.60157585,-0.2006707914834058,552,-1.0618738,-1.02599,-1.090365
61,-1.0514993957658856,3,6,2,0.6035012,0.695482082848255,552,-1.3382276,-1.313142,-1.262913
62,-1.0514993957658856,4,6,2,0.53261524,-0.2006707914834058,552,-1.2847399,-1.2682743,-1.219776
63,-1.0514993957658856,4,6,2,0.24906613,-0.6487472286492362,552,-1.275825,-1.2593011,-1.234155
64,-0.7980559913181187,3,1,1,-0.17625485,0.695482082848255,552,-0.84792227,-0.80165267,-0.8315426
65,-1.0937399946455284,4,3,5,-0.2471408,-0.6487472286492362,553,-1.3738861,-1.3580096,-1.3779454
66,-1.0092588598296062,4,1,6,0.1781802,-1.0968236658150665,553,-1.1955935,-1.1785395,-1.16226
67,-1.0303791277977459,2,3,2,1.0997108,-0.2006707914834058,553,-1.2490813,-1.2862213,-1.16226
68,-1.0303791277977459,3,3,2,0.036405634,0.24740564568242457,553,-1.2312521,-1.2682743,-1.234155
69,-1.1782211609331326,3,5,6,-0.7433504,0.24740564568242457,553,-1.5343494,-1.5285056,-1.5792514
70,-1.1782211609331326,2,6,6,-0.17625485,1.1435585200140854,553,-1.5700082,-1.5554262,-1.5648724
71,-1.0514993957658856,2,2,2,0.9579362,-0.6487472286492362,554,-1.2847399,-1.313142,-1.205397
72,-1.0514993957658856,3,2,2,0.8161644,0.695482082848255,554,-1.2936542,-1.3400626,-1.234155
73,-1.0514993957658856,3,2,2,0.53261524,-0.2006707914834058,554,-1.2847399,-1.3310889,-1.2485341
74,-1.0514993957658856,1,2,2,1.3832599,-0.2006707914834058,554,-1.2936542,-1.3221152,-1.176639
75,-1.1359805935251712,2,4,5,-1.8066555,1.1435585200140854,554,-1.3738861,-1.3580096,-1.5073564
76,-1.1359805935251712,2,5,5,-1.3104459,0.24740564568242457,554,-1.4095446,-1.3490359,-1.4785984
77,-1.1359805935251712,2,6,5,0.46172932,-1.5449001029808969,554,-1.4719473,-1.4387708,-1.4067034
78,-1.1359805935251712,2,6,5,0.74527574,1.1435585200140854,554,-1.5343494,-1.5105586,-1.4498404
79,-1.1359805935251712,2,5,6,0.6035012,0.695482082848255,554,-1.4897765,-1.4746647,-1.4210824
80,-1.1359805935251712,2,5,6,1.1705995,0.695482082848255,554,-1.5432643,-1.5195323,-1.4210824
81,-1.1359805935251712,2,6,6,0.24906613,1.1435585200140854,554,-1.5165203,-1.4477444,-1.4498404
82,-1.1359805935251712,4,5,5,0.8161644,0.24740564568242457,554,-1.5254351,-1.5015854,-1.4354614
83,-0.882537126134041,4,1,1,-0.10536893,-0.6487472286492362,554,-0.96381265,-0.9542021,-0.96095395
84,-1.1359805935251712,1,5,6,-2.7281861,1.1435585200140854,554,-1.3471425,-1.3310889,-1.5648724
85,-1.1782211609331326,3,3,6,0.39084068,0.695482082848255,554,-1.5878375,-1.6272141,-1.5648724
86,-1.1782211609331326,3,2,6,-0.38891536,0.24740564568242457,554,-1.5343494,-1.5913202,-1.5792514
87,-1.1782211609331326,3,2,6,-0.6724645,0.695482082848255,554,-1.5254351,-1.5554262,-1.5792514
88,-1.1782211609331326,3,2,5,-0.7433504,0.24740564568242457,554,-1.4808617,-1.5195323,-1.5504935
89,-1.0092588598296062,3,1,2,0.8161644,0.24740564568242457,554,-1.2312521,-1.2593011,-1.16226
90,-0.20668792171993566,4,5,2,0.53261524,-0.2006707914834058,2757,-0.027775783,-0.011985613,0.045577217
91,0.1312367434304805,0,5,1,-4.7130246,5.1762464545065585,2757,0.6408222,0.5353976,-0.026317794
92,-0.20668792171993566,4,3,3,-0.10536893,-0.6487472286492362,2757,-0.027775783,-0.05685282,-0.0550758
93,-0.18556765375179596,2,5,3,0.46172932,-0.2006707914834058,2759,-0.045605045,-0.0030119142,0.031198215
94,-0.037725652088091095,2,3,1,1.4541459,-0.6487472286492362,2759,0.07028537,0.1046699,0.2612626
95,-0.20668792171993566,1,5,3,-3.0117352,0.24740564568242457,2759,0.105943896,0.14953753,-0.22762384
96,-0.20668792171993566,1,4,4,-1.664881,2.039711394345746,2759,-0.018860938,0.023908753,-0.19886582
97,0.34243954899860446,0,4,1,3.2263238,2.039711394345746,2759,0.4803588,0.19440475,0.7645284
98,-0.14332699192878956,2,5,2,-0.10536893,0.695482082848255,2760,0.03462685,0.041855723,0.031198215
99,0.004515009734915325,3,2,2,-0.17625485,0.24740564568242457,2760,0.21291947,0.17645778,0.17498858
100,-0.10108645599251016,2,6,2,1.0288249,-0.6487472286492362,2760,0.061370954,0.014935055,0.16060957
101,-0.10108645599251016,3,5,2,-1.3104459,-1.5449001029808969,2760,0.23966357,0.20337844,0.05995622
102,-0.12220672396064985,4,3,2,-0.10536893,-1.0968236658150665,2760,0.061370954,0.1046699,0.074335225
103,-0.10108645599251016,3,3,3,-0.034480296,0.24740564568242457,2760,0.105943896,0.050828993,0.074335225
104,0.004515009734915325,4,1,4,0.8161644,-0.6487472286492362,2760,0.1861758,0.12261687,0.2612626
105,-0.10108645599251016,4,3,2,0.31995475,-1.0968236658150665,2760,0.12377316,0.059802692,0.13185157
106,0.004515009734915325,3,3,2,0.88705033,0.695482082848255,2760,0.15051726,0.06877596,0.21812558
107,-0.12220672396064985,4,1,5,0.39084068,-1.0968236658150665,2761,0.03462685,0.06877596,0.10309323
108,0.025635277703055015,4,4,1,-2.0902047,-0.2006707914834058,2761,0.3644684,0.33798093,0.08871423
109,-0.43901112114292634,4,5,5,0.1781802,-1.0968236658150665,2761,-0.31304398,-0.2722169,-0.2707612
110,0.004515009734915325,4,4,1,-0.2471408,-0.2006707914834058,2761,0.20400505,0.23927239,0.18936758
111,-0.12220672396064985,4,5,1,0.31995475,-0.6487472286492362,2761,0.061370954,0.09569663,0.11747223
112,0.21571781530303927,3,1,3,0.88705033,0.24740564568242457,2761,0.38229766,0.3469542,0.47694764
113,-0.12220672396064985,2,3,2,0.31995475,0.695482082848255,2762,-0.0010316768,0.07774966,0.074335225
114,-0.14332699192878956,4,4,3,0.6035012,-0.6487472286492362,2762,0.03462685,0.005961356,0.08871423
115,-0.14332699192878956,4,4,3,0.67438984,-1.9929765401467272,2762,0.061370954,0.014935055,0.11747223
116,0.004515009734915325,3,4,1,-0.034480296,0.24740564568242457,2762,0.22183432,0.18543148,0.20374659
117,-0.18556765375179596,4,3,3,0.46172932,-1.5449001029808969,2762,-0.00994652,0.023908753,0.05995622
118,-0.20668792171993566,4,5,3,-0.7433504,0.24740564568242457,2762,-0.0010316768,0.023908753,-0.069454804
119,0.004515009734915325,4,4,1,-1.3104459,0.695482082848255,2762,0.24857841,0.30208698,0.11747223
120,-0.18556765375179596,4,6,1,0.39084068,-0.6487472286492362,2762,-0.0010316768,-0.03890585,0.031198215
121,-0.12220672396064985,4,5,2,0.39084068,-1.5449001029808969,2762,0.061370954,0.08672293,0.11747223
122,-0.20668792171993566,2,4,3,-0.034480296,2.4877878315115765,2762,-0.081263565,-0.11069373,-0.09821281
123,-0.20668792171993566,0,4,3,1.9503555,-0.2006707914834058,2762,-0.14366578,-0.1824816,0.05995622
124,-0.20668792171993566,0,4,3,2.5174537,-1.0968236658150665,2762,-0.09017798,-0.1376144,0.17498858
125,-0.20668792171993566,3,4,3,-0.10536893,1.1435585200140854,2762,-0.07234872,-0.1286407,-0.11259181
126,0.236838209157906,3,2,2,-0.2471408,-0.6487472286492362,2763,0.31989548,0.21235171,0.23250459
127,-0.39677045931991994,2,6,5,-1.5231092,-0.2006707914834058,2763,-0.15258062,-0.1376144,-0.31389818
128,0.236838209157906,0,2,1,1.8794695,-0.2006707914834058,2763,0.33772472,0.32003397,0.563222
129,0.236838209157906,0,2,1,2.8009975,1.1435585200140854,2763,0.26640767,0.23029868,0.59198
130,-0.05884592005623079,4,2,3,0.1781802,-0.6487472286492362,2763,0.14160241,0.1136436,0.14623058
131,-0.18556765375179596,2,6,2,1.3123713,0.24740564568242457,2764,-0.081263565,-0.04787955,0.08871423
132,-0.18556765375179596,4,6,2,0.10729427,0.695482082848255,2764,-0.0366902,-0.011985613,-0.011938792
133,-0.20668792171993566,2,5,3,0.6035012,1.1435585200140854,2765,-0.09909283,-0.07479979,-0.011938792
134,-0.05884592005623079,2,2,4,-0.31802943,1.1435585200140854,2765,0.132688,0.14953753,0.10309323
135,-0.35452992338364053,3,5,6,-0.60157585,1.1435585200140854,2765,-0.18823914,-0.16453464,-0.24200317
136,-0.18556765375179596,2,4,4,-1.1686741,2.039711394345746,2765,0.007882741,0.032882024,-0.11259181
137,-0.18556765375179596,3,4,4,0.036405634,0.695482082848255,2765,-0.0366902,-0.0030119142,-0.011938792
138,-0.07996618802437047,4,2,2,-0.38891536,-0.2006707914834058,2765,0.132688,0.1585108,0.10309323
139,-0.3334096554155008,4,3,6,0.10729427,-0.6487472286492362,2766,-0.1793243,-0.15556137,-0.15572882
140,-0.18556765375179596,3,3,3,-0.60157585,-0.2006707914834058,2766,0.043541692,0.014935055,-0.040696796
141,-0.18556765375179596,3,3,3,-1.3813345,-0.6487472286492362,2766,0.14160241,0.06877596,-0.0550758
142,-0.20668792171993566,2,6,3,0.036405634,-1.0968236658150665,2767,-0.045605045,-0.011985613,-0.026317794
143,-0.20668792171993566,2,4,4,-1.23956,-0.2006707914834058,2767,0.061370954,0.12261687,-0.0550758
144,-0.18556765375179596,4,6,1,-0.10536893,-1.0968236658150665,2767,0.007882741,0.023908753,0.0024402102
145,-0.20668792171993566,1,2,5,0.24906613,2.935864268677407,2767,-0.09909283,-0.07479979,-0.0550758
146,-0.18556765375179596,2,3,4,1.0997108,0.695482082848255,2768,-0.18823914,-0.11069373,-0.026317794
147,-0.14332699192878956,2,6,2,-1.0977855,-0.6487472286492362,2768,0.088114634,0.12261687,-0.026317794
148,-0.20668792171993566,2,6,2,-0.459804,0.24740564568242457,2768,-0.0634343,-0.0030119142,-0.083833806
149,-0.20668792171993566,4,5,2,-0.60157585,-0.2006707914834058,2768,-0.0010316768,0.023908753,-0.0550758
150,-0.18556765375179596,3,6,1,-0.034480296,0.695482082848255,2768,-0.018860938,-0.05685282,-0.040696796
151,-0.12220672396064985,4,1,2,-0.31802943,-0.6487472286492362,2769,0.079200216,0.1136436,0.045577217
152,-0.18556765375179596,3,6,3,0.53261524,1.1435585200140854,2770,-0.07234872,-0.11069373,-0.026317794
153,-0.14332699192878956,3,3,3,-0.2471408,0.695482082848255,2770,0.088114634,0.023908753,0.031198215
154,-0.07996618802437047,2,4,2,0.8161644,-0.2006707914834058,2770,0.05245611,0.06877596,0.16060957
155,-0.07996618802437047,4,6,1,0.46172932,-0.2006707914834058,2770,0.043541692,0.08672293,0.11747223
156,-0.18556765375179596,4,4,2,-0.7433504,-0.6487472286492362,2770,0.03462685,0.059802692,-0.040696796
157,-0.14332699192878956,3,3,3,-0.7433504,0.24740564568242457,2770,0.12377316,0.07774966,0.016819213
158,-0.14332699192878956,3,3,4,-0.17625485,0.24740564568242457,2770,0.05245611,0.014935055,0.016819213
159,-0.14332699192878956,4,6,1,-1.3104459,-0.2006707914834058,2770,0.16834652,0.14056385,0.0024402102
160,-0.14332699192878956,3,3,3,-1.8066555,0.695482082848255,2770,0.16834652,0.12261687,-0.069454804
161,-0.16444725989692924,2,2,5,-1.0268996,-0.6487472286492362,2771,0.07028537,0.08672293,-0.040696796
162,-0.14332699192878956,2,4,2,-0.034480296,1.1435585200140854,2771,0.05245611,0.07774966,0.05995622
163,-0.18556765375179596,4,3,3,0.10729427,-0.2006707914834058,2771,-0.0010316768,0.032882024,0.031198215
164,-0.016605258233224368,4,4,1,0.10729427,-1.0968236658150665,2771,0.21291947,0.1674845,0.20374659
165,-0.14332699192878956,2,2,6,-0.9560109,0.695482082848255,2772,0.088114634,0.14056385,0.0024402102
166,0.004515009734915325,2,4,1,-0.5306899,-0.2006707914834058,2772,0.24857841,0.26619306,0.18936758
167,-0.46013138911106605,4,3,6,-0.17625485,-1.0968236658150665,2772,-0.30412954,-0.26324317,-0.29951918
168,-0.46013138911106605,4,4,6,-0.034480296,-0.6487472286492362,2772,-0.35761735,-0.3260578,-0.3426562
169,-0.18556765375179596,1,5,3,-1.8066555,1.5916349571799158,2772,0.061370954,0.13159057,-0.11259181
170,-0.10108645599251016,4,6,1,-0.31802943,-0.6487472286492362,2773,0.105943896,0.14056385,0.08871423
171,-0.20668792171993566,3,6,3,-2.6573002,2.039711394345746,2773,0.12377316,0.041855723,-0.22762384
172,0.7859655539897191,2,0,0,-1.0977855,1.5916349571799158,2774,0.97957855,1.0468868,0.85080236
173,-0.4178907272880596,4,5,4,-0.034480296,-1.0968236658150665,2774,-0.2863003,-0.26324317,-0.2707612
174,-0.20668792171993566,4,5,2,0.67438984,-1.0968236658150665,2774,-0.045605045,0.005961356,0.05995622
175,0.0678758136393344,1,1,3,2.0212414,-1.5449001029808969,2774,0.105943896,0.13159057,0.36191562
176,-0.12220672396064985,2,4,3,-0.31802943,1.5916349571799158,2775,0.061370954,0.09569663,0.045577217
177,-0.16444725989692924,2,3,3,1.3832599,-0.6487472286492362,2776,-0.09909283,-0.03890585,0.10309323
178,-0.18556765375179596,3,5,3,0.67438984,0.24740564568242457,2776,0.007882741,-0.04787955,0.05995622
179,-0.18556765375179596,4,5,3,0.31995475,-0.2006707914834058,2776,0.05245611,-0.10172046,0.016819213
180,-0.5446124609836248,4,5,5,-0.10536893,-0.6487472286492362,2776,-0.4289344,-0.41579264,-0.4289302
181,-0.5446124609836248,4,5,5,-0.17625485,-0.2006707914834058,2776,-0.43784922,-0.4247659,-0.44330922
182,-0.16444725989692924,4,3,2,0.036405634,-0.6487472286492362,2776,-0.00994652,0.014935055,0.016819213
183,-0.16444725989692924,4,3,2,-0.7433504,-0.6487472286492362,2776,0.05245611,0.07774966,-0.011938792
184,-0.16444725989692924,1,3,3,-1.4522206,1.1435585200140854,2776,0.061370954,0.09569663,-0.09821281
185,-0.18556765375179596,4,3,2,-0.885125,-0.6487472286492362,2776,0.061370954,0.023908753,-0.0550758
186,-0.20668792171993566,2,6,4,0.67438984,0.24740564568242457,2777,-0.0634343,-0.0030119142,0.045577217
187,-0.18556765375179596,3,4,3,0.24906613,0.24740564568242457,2777,-0.054519463,-0.02993258,-0.011938792
188,-0.18556765375179596,2,4,3,0.74527574,-0.2006707914834058,2777,-0.081263565,-0.03890585,0.031198215
189,-0.18556765375179596,1,4,3,1.4541459,0.24740564568242457,2777,-0.10800725,-0.08377349,0.074335225
190,-0.18556765375179596,1,4,3,-2.799075,1.1435585200140854,2777,0.12377316,0.14953753,-0.19886582
191,-0.20668792171993566,4,5,3,0.24906613,-1.0968236658150665,2777,-0.027775783,-0.05685282,-0.011938792
192,-0.20668792171993566,3,5,3,-0.459804,1.1435585200140854,2777,-0.018860938,-0.08377349,-0.09821281
193,-0.20668792171993566,3,5,2,-1.23956,0.695482082848255,2777,0.05245611,0.014935055,-0.11259181
194,-0.20668792171993566,3,5,2,-0.38891536,-0.2006707914834058,2777,-0.0010316768,-0.04787955,-0.069454804
195,-0.20668792171993566,3,5,2,0.67438984,0.695482082848255,2777,-0.054519463,-0.09274676,0.0024402102
196,-0.20668792171993566,3,5,2,-0.5306899,-0.2006707914834058,2777,-0.0010316768,-0.04787955,-0.083833806
197,-0.20668792171993566,3,5,2,-0.5306899,0.24740564568242457,2777,0.043541692,-0.011985613,-0.040696796
198,-0.20668792171993566,4,5,2,-0.2471408,-0.2006707914834058,2777,0.025712429,-0.02993258,-0.026317794
199,-0.16444725989692924,3,4,2,0.036405634,1.5916349571799158,2777,0.079200216,-0.020958884,0.031198215
200,-0.20668792171993566,2,5,2,-1.3104459,2.4877878315115765,2777,0.025712429,-0.02993258,-0.15572882
201,-0.20668792171993566,3,5,2,-0.31802943,0.24740564568242457,2777,-0.018860938,-0.04787955,-0.069454804
202,-0.20668792171993566,3,5,2,-0.885125,0.24740564568242457,2777,0.03462685,0.005961356,-0.083833806
203,-0.20668792171993566,1,5,3,1.6668063,0.695482082848255,2777,-0.081263565,-0.1286407,0.08871423
204,0.38468021082161086,0,2,1,4.360515,1.1435585200140854,2777,0.28423694,0.21235171,0.778907
205,-0.037725652088091095,3,4,2,0.46172932,0.24740564568242457,2777,0.088114634,0.059802692,0.13185157
206,-0.20668792171993566,2,5,2,1.0288249,1.1435585200140854,2777,-0.116922095,-0.20042858,-0.040696796
207,-0.5868531228066313,4,4,6,-0.31802943,-1.0968236658150665,2778,-0.48242217,-0.46066028,-0.5008252
208,-0.14332699192878956,2,2,3,-0.6724645,-0.6487472286492362,2779,0.079200216,0.09569663,0.016819213
209,-0.12220672396064985,4,5,2,-0.034480296,-0.6487472286492362,2779,0.09702948,0.059802692,0.074335225
210,-0.20668792171993566,2,4,3,1.3123713,-0.2006707914834058,2780,-0.10800725,-0.07479979,0.05995622
211,-0.05884592005623079,3,3,3,-0.38891536,0.24740564568242457,2780,0.15051726,0.17645778,0.11747223
212,-0.18556765375179596,4,4,3,0.24906613,-1.5449001029808969,2780,-0.045605045,-0.011985613,0.0024402102
213,-0.12220672396064985,4,3,4,-0.17625485,-1.0968236658150665,2780,0.07028537,0.1136436,0.074335225
214,-0.20668792171993566,4,3,4,-0.2471408,0.695482082848255,2780,-0.081263565,-0.0030119142,-0.069454804
215,0.44804101472603,3,4,0,0.036405634,1.1435585200140854,2781,0.5873344,0.56231827,0.577601
216,-0.05884592005623079,4,2,2,0.31995475,-0.6487472286492362,2781,0.088114634,0.13159057,0.14623058
217,-0.037725652088091095,4,2,2,-0.38891536,-0.6487472286492362,2781,0.16834652,0.23029868,0.14623058
218,-0.16444725989692924,2,2,4,-0.814239,2.4877878315115765,2782,0.088114634,0.023908753,-0.040696796
219,-0.5657328548384916,2,6,5,-3.0117352,2.935864268677407,2782,-0.3487025,-0.3260578,-0.6589946
220,-0.07996618802437047,4,3,3,-0.31802943,-0.6487472286492362,2782,0.15051726,0.18543148,0.13185157
221,-0.20668792171993566,1,5,4,-3.2243958,2.039711394345746,2782,0.07028537,0.032882024,-0.3282772
222,-0.20668792171993566,3,5,4,0.8161644,1.1435585200140854,2782,-0.09909283,-0.17350833,-0.040696796
223,-0.10108645599251016,2,6,1,0.9579362,0.24740564568242457,2782,0.043541692,-0.0030119142,0.13185157
224,-0.16444725989692924,4,6,2,-0.6724645,-0.2006707914834058,2782,0.025712429,0.014935055,-0.0550758
225,-0.16444725989692924,3,6,2,0.67438984,0.695482082848255,2782,-0.0010316768,-0.03890585,0.05995622
226,-0.20668792171993566,3,6,2,0.74527574,1.1435585200140854,2782,-0.045605045,-0.06582652,0.031198215
227,0.08899608160747409,0,3,2,-4.7130246,4.280093580174898,2782,0.5873344,0.41874206,-0.09821281
228,-0.10108645599251016,3,4,2,-0.2471408,0.695482082848255,2782,0.132688,0.1046699,0.08871423
229,-0.5868531228066313,4,4,7,0.31995475,-1.0968236658150665,2783,-0.52699554,-0.4965542,-0.4720672
230,-0.16444725989692924,2,4,3,0.88705033,-1.5449001029808969,2784,-0.0366902,-0.0030119142,0.08871423
231,-0.016605258233224368,2,2,4,1.3832599,-0.6487472286492362,2784,0.105943896,0.1674845,0.3043996
232,-0.16444725989692924,2,4,3,1.3123713,0.24740564568242457,2787,-0.0634343,-0.03890585,0.10309323
233,-0.6079733907747709,4,4,6,0.1781802,-0.2006707914834058,2787,-0.55373925,-0.52347445,-0.5152042
234,-0.3334096554155008,4,6,4,-0.17625485,-0.6487472286492362,2787,-0.17040987,-0.16453464,-0.18448682
235,-0.20668792171993566,2,2,6,-0.885125,1.1435585200140854,2788,0.007882741,0.032882024,-0.083833806
236,0.0678758136393344,2,1,4,-0.459804,1.1435585200140854,2788,0.3020662,0.32900724,0.2612626
237,-0.07996618802437047,4,1,5,0.036405634,-0.6487472286492362,2788,0.105943896,0.12261687,0.11747223
238,-0.18556765375179596,1,6,3,1.0997108,-0.6487472286492362,2788,-0.081263565,-0.04787955,0.05995622
239,-0.05884592005623079,1,3,4,-1.664881,2.935864268677407,2788,0.21291947,0.1674845,-0.011938792
240,-0.18556765375179596,4,4,2,0.53261524,-1.0968236658150665,2788,-0.018860938,-0.07479979,0.016819213
241,0.44804101472603,0,5,0,1.9503555,0.24740564568242457,2788,0.49818808,0.42771578,0.70701236
242,0.44804101472603,3,2,1,0.67438984,0.695482082848255,2788,0.5160173,0.43668905,0.563222
243,-0.05884592005623079,1,4,2,1.7376922,-2.4410529773125575,2789,0.07028537,0.032882024,0.2612626
244,-0.07996618802437047,1,5,2,1.3832599,-1.5449001029808969,2789,0.025712429,0.1046699,0.23250459
245,-0.07996618802437047,3,5,2,-0.9560109,0.24740564568242457,2789,0.16834652,0.18543148,0.05995622
246,-0.07996618802437047,3,5,2,0.036405634,0.24740564568242457,2789,0.079200216,0.1136436,0.10309323
247,0.5325220865985887,2,0,1,1.0288249,-0.6487472286492362,2789,0.6764807,0.6430794,0.7932864
248,0.025635277703055015,4,3,1,-0.10536893,-0.6487472286492362,2789,0.21291947,0.24824607,0.21812558
