obj1_feat_0_binary,obj1_feat_1_nominal,obj1_feat_2_ordinal,obj1_feat_3_quantitative,obj1_feat_4_binary,obj1_feat_5_nominal,obj2_feat_0_binary,obj2_feat_1_nominal,obj2_feat_2_ordinal,obj2_feat_3_quantitative,obj2_feat_4_binary,obj2_feat_5_nominal,collision
1,4,4,-0.48061345417175694,1,2,1,4,1,-0.09112775995880591,1,1,True
0,1,0,-0.41295093052230436,1,4,0,3,0,0.34984693247892745,0,1,True
0,1,2,-0.05810844378122741,1,2,0,4,3,0.7640811747584259,0,2,True
0,1,0,0.11879647950245424,1,4,0,1,1,-0.4027522438703843,0,4,True
0,2,4,-0.16924294144495133,0,2,0,1,0,0.14452056622341725,1,1,False
1,3,4,0.4508278840768083,1,4,1,4,4,0.041428993298667866,0,1,True
1,1,3,0.9724667456018902,1,3,0,2,3,0.4844374316338255,1,2,True
0,3,4,-2.232050033183078,0,4,0,1,4,0.5408486194628952,0,3,False
1,3,3,0.5503750497431792,0,4,1,2,0,1.1038932562860222,1,1,True
1,2,2,-1.8154529224469682,1,3,0,4,3,-0.6217738228765898,1,2,True
1,1,4,0.44388477299201307,1,2,1,2,1,2.464296188482162,0,1,False
1,3,4,0.3661139294828496,1,3,1,1,2,-0.47118677342470255,0,4,True
1,3,3,0.842742223003931,0,4,1,2,1,-0.6988182165770793,1,4,True
1,1,4,0.04480650608306456,0,1,1,3,3,-0.9394704164488455,1,2,True
1,4,2,-2.1145936786784643,0,4,1,3,3,-1.6444296566762862,1,4,True
0,4,2,-0.15911621572243584,1,2,1,4,4,0.8779653159595134,0,1,True
0,3,2,-1.861323792195381,1,1,1,3,4,0.2801950235080158,0,1,False
0,3,0,1.2022616795764476,0,4,1,3,4,-0.27297617935000795,1,1,True
0,3,4,-1.0777378927387538,1,4,1,3,3,1.0384880075592104,0,4,True
1,3,0,-1.2744202742019146,0,2,1,2,2,1.4458122699324174,1,3,False
0,3,1,-0.6064192591161405,0,3,0,2,2,-0.9688804015385953,0,1,True
0,4,0,-0.8779125898501582,1,3,0,4,1,1.091757122551662,0,1,True
1,4,2,0.9914181203393061,0,1,1,4,4,0.6217060999697712,1,4,True
1,3,0,0.373819507752568,0,1,1,1,1,-0.09274126937055059,0,2,True
0,2,0,-0.10133710062861484,1,3,0,1,1,0.002843914224763339,0,2,True
0,3,3,1.1032904333594136,0,1,0,3,0,-1.776801657872715,1,3,False
1,2,2,3.0403155012811665,1,2,1,3,2,-0.6997274831784204,1,1,True
0,2,2,-0.7954246019925242,1,4,1,1,4,0.6725069256534398,0,4,True
0,1,4,0.040613014746010034,0,4,1,3,2,-0.965438311643269,1,2,False
1,4,2,-1.0877796149776513,0,4,1,4,2,0.4815439170975657,0,1,True
1,2,2,0.9141414245041646,0,4,1,3,1,-0.9332729564890716,0,1,True
1,3,1,1.2159556278864598,1,2,1,3,1,1.1878050048940112,0,1,True
0,1,2,-1.59012922194793,1,3,0,1,1,-1.3352849269909153,0,1,True
1,4,1,1.2023156306218898,0,3,0,2,3,-0.12554951223378583,1,1,False
0,3,2,-0.2251438989500554,0,3,1,2,2,-0.17047093522171097,0,3,True
0,4,1,-1.5687835099491498,1,2,1,3,1,0.027136341191559846,1,2,True
0,2,4,-1.2214832858825815,1,3,1,1,3,-1.0100787854982642,1,2,True
1,4,1,-0.7517217833130349,0,1,0,4,0,0.04466145738492127,1,2,True
1,1,3,0.10397752361166815,0,1,1,4,0,0.6590622744847912,1,1,True
0,4,1,0.3072338134180696,1,2,1,2,2,0.260373818766424,0,3,True
1,4,0,-0.6199674028513611,0,2,0,2,1,1.0263938035845426,1,1,False
1,2,2,-0.655598630422244,0,3,0,1,0,1.1409110348288831,0,3,False
1,3,3,-0.03528333621482616,1,3,0,1,0,0.8201997163296939,1,4,True
1,3,3,-2.3998092868004894,1,4,0,2,0,0.708151873194064,0,1,False
1,3,1,-0.636724969471132,0,2,1,4,1,0.06696469297397226,0,2,True
1,2,2,0.8407230561151904,0,3,1,2,2,0.587312137643251,1,1,True
0,2,0,1.9294505123480714,0,1,1,3,1,0.7347031009140153,0,1,True
0,4,3,-0.6317270039578478,0,3,1,1,4,0.06881243780675839,0,2,True
1,1,2,-0.7428842554219026,0,1,0,3,3,0.5391038792375675,0,2,True
1,4,0,-1.816629691244965,0,3,1,2,3,-0.11561453053391765,0,3,True
1,2,1,-2.0503597848875863,0,4,1,1,0,2.2306939827920025,0,3,True
1,3,1,0.7413492024625561,1,3,0,4,4,-0.20617189447599105,1,3,True
0,1,2,-1.0697069513930093,0,1,0,3,2,0.08067801135262591,1,4,True
1,3,1,-0.3343897273695041,1,3,0,2,1,-0.25866622579661364,1,4,True
0,2,1,-0.21499562970857022,0,4,0,2,4,0.3639073834675819,0,2,True
1,2,2,-0.8719096862677911,1,2,1,4,0,0.26385058895332336,0,2,True
1,3,2,-0.48149833804373315,0,4,0,1,3,1.2336978920268054,0,4,True
1,2,4,-1.1214657227156248,1,1,0,1,0,-0.9559420570149123,1,2,True
1,3,4,-0.22195230734943203,1,1,0,4,3,0.15281873397397333,1,3,True
1,2,3,0.3123021788586434,1,2,1,4,4,2.280341766893449,0,1,True
0,3,1,0.11737303966496734,1,3,1,3,3,0.375910803849155,0,3,True
1,1,3,1.6194085824248046,1,3,1,1,3,0.582212194340493,0,4,True
0,1,1,-0.674972232027593,0,2,0,2,2,0.7693412904085535,0,4,True
1,1,2,-0.24841895594999452,1,1,0,3,0,-0.6615911057632294,1,4,True
1,1,1,-0.7566710208043976,1,2,1,4,3,-0.15971665943579277,0,3,True
1,1,3,-0.45224925799343246,1,1,0,2,3,1.908330037172346,1,2,True
0,3,2,0.9278874252454746,0,3,0,3,4,-1.1828634877719828,0,1,False
1,2,1,-0.6565112245252513,0,2,0,2,1,-0.24618677596200994,0,2,True
1,1,0,-0.2348436238691903,1,4,0,2,3,-0.6094603398136459,1,2,True
1,2,4,0.3448146638085357,0,3,1,4,1,0.23691379082630756,1,4,True
0,2,2,0.07189621904805567,1,2,0,4,0,0.6821509732557077,1,1,True
0,3,3,-0.5577873608584152,0,3,0,1,1,-0.352851265708555,1,4,False
1,3,1,-1.2559538765352056,0,3,0,3,4,0.7138497743270446,1,4,False
1,1,1,-0.5914959027492934,1,4,0,4,0,-0.9297489176624818,0,4,True
1,2,4,-1.8543584012217946,0,2,0,2,3,-0.2272248214261992,1,4,True
0,4,0,-2.02147658181741,1,4,0,3,2,-0.6380895662820023,1,1,True
1,2,1,0.12526066968435698,1,3,0,4,2,-0.48294706303250895,1,3,True
0,1,1,-0.48810568747884214,0,3,0,2,2,2.4704436664507585,1,1,False
1,3,4,1.0312907279411738,1,4,1,2,0,-1.185718829512377,0,3,False
0,1,4,0.4616155775511309,1,4,1,3,2,-0.18907486998673848,0,4,True
1,1,4,-0.3235494414927619,1,2,0,2,1,0.2710514606120416,0,3,False
0,4,0,-0.3604451545356646,0,4,1,1,2,-0.45184184064448224,0,1,False
0,3,3,-0.5515534923089443,1,2,0,3,1,0.6331677565969076,0,4,True
0,3,2,-1.3944342905409166,0,2,0,4,0,1.0254069235110133,1,3,False
1,2,4,-0.1936660565669979,1,1,0,1,4,0.31129423017896934,1,2,True
1,2,3,0.35416360926172114,1,1,0,4,2,0.40588488856516736,0,4,True
0,2,4,-0.6725065782899128,1,1,0,4,0,-2.430428963150432,0,2,False
0,1,1,0.4056036958461843,1,4,1,4,2,-0.8207018103540614,0,1,True
0,2,4,-1.1817461791061414,1,3,0,2,4,-0.630358364172356,0,3,True
1,2,3,0.5753263518881117,0,2,1,1,2,0.07433742577751376,1,4,True
1,4,1,1.3268709566179513,1,1,0,1,3,-1.2220054747759832,1,2,False
1,1,0,-0.3887505927492485,1,2,1,3,4,2.1364222629771126,1,4,False
0,1,2,-0.31352824175445226,0,2,1,2,1,0.3418482287929978,1,4,True
1,3,3,-0.8609907525922311,1,4,1,1,2,0.8290985640046429,0,4,True
1,2,2,-0.5805822935091834,1,2,1,2,2,-0.13641507169386313,0,1,True
0,3,3,-1.1892895691308767,0,2,1,3,2,-1.5439978508401813,1,3,True
0,1,4,-0.35737611984130613,1,3,1,4,2,0.5218040764656768,0,3,True
0,1,1,0.3923468874046981,0,2,1,4,2,0.22993534304722432,1,4,True
0,1,1,1.8261094875676243,0,3,1,3,0,-0.8229818022923309,0,1,False
0,1,1,0.4558442238892076,1,1,0,4,2,0.9558369380635008,0,2,True
1,2,1,-0.9097312169777235,1,1,1,4,4,1.080879101145952,0,2,False
1,4,3,-0.6429576799746566,0,3,0,3,1,0.6075471297587851,0,3,True
0,1,4,-0.5076990980928291,0,3,0,2,0,-0.01186812296373862,0,2,False
1,1,4,-1.4226011034949073,1,1,0,4,0,-0.6576167397191085,0,3,False
0,3,1,0.21393763273623678,0,2,0,1,0,0.2288196351153768,1,4,True
1,3,3,-0.06739146178381444,1,1,1,3,4,0.08303020869372171,0,4,True
1,1,0,0.7059378059202901,0,2,0,1,4,-1.0016739566076769,1,3,False
1,4,1,-0.9027813728928243,0,2,0,4,0,1.0090238136437566,0,2,True
0,4,1,0.9601403882909867,0,4,0,4,1,0.8457000058162993,0,1,True
1,3,4,0.7729504077523955,1,4,0,4,2,-1.1435509975092981,0,1,False
1,4,4,0.7602392987456013,0,3,0,1,0,-0.8956315694207413,1,4,False
0,3,4,-0.805179771070548,0,3,0,2,3,0.20252032683682816,1,2,True
1,1,4,1.3692008038227885,0,2,0,3,0,0.6653401063949775,1,3,False
1,2,2,0.7503990379605433,0,2,1,1,3,-1.001726088214437,0,3,True
1,2,1,0.8464634672257427,1,3,0,4,3,0.9466974315670357,0,1,False
1,3,3,0.6035260646711786,1,4,1,1,0,0.9408082432403725,0,2,True
1,3,3,-0.3992387212249052,1,2,1,3,3,0.5557868781328318,1,1,True
1,4,0,0.7069158221679127,0,3,1,2,3,0.056547764762065106,0,1,True
0,4,1,-0.4489740262952457,1,3,1,3,1,1.7303408080703309,1,3,True
0,4,0,-1.9929031650997686,1,2,1,3,0,-0.29949861925286075,1,4,True
1,3,3,0.359852130676836,0,1,0,2,3,0.4330966699461812,0,2,True
0,1,2,1.8123597054396245,1,4,0,2,2,-0.37876806173659616,1,4,True
0,3,1,-0.26125230169311037,1,1,0,4,4,0.5610386318983581,0,4,False
1,3,2,-0.24258556538296033,0,3,0,3,4,-0.6163237575606253,0,2,True
0,3,4,0.1056268359680973,0,3,0,1,2,0.2704340098410692,0,1,False
0,4,1,-2.581613545676593,0,3,1,4,3,1.0973086413961595,1,4,False
1,1,4,-1.197399367381127,0,4,1,3,1,1.657822519080094,1,2,False
1,3,4,-0.4645434706363995,0,3,1,3,1,0.2506134765254307,1,3,True
0,2,3,-0.6689706263080262,1,1,0,2,1,0.4862069546959471,1,4,True
0,1,1,0.2912651290476913,1,4,1,3,0,-0.11855377134565422,1,2,True
1,3,2,-0.46660115937395946,1,3,0,3,2,-0.3014792057032188,0,3,True
0,2,2,0.39515393898853035,1,4,0,4,1,-0.8588749466441097,1,2,True
1,3,0,1.2980869803764217,1,4,1,1,0,0.37094734400366886,0,4,True
1,3,3,-0.40291637619501036,0,4,0,2,2,1.8985130490217204,1,3,False
1,2,4,0.6872735777409018,1,1,1,1,1,-1.2289776014461162,0,2,False
0,4,1,-0.06284298569015127,1,4,0,2,4,0.5421430467900321,0,2,False
0,3,1,1.2498011356963106,0,3,1,2,3,-0.4240263783836397,0,4,False
0,4,4,-1.445541922294637,0,2,0,4,2,1.3431235524343754,1,4,False
1,3,4,-0.6171835597934914,0,1,1,1,0,0.4784549427435397,1,4,True
1,2,0,-0.11469888704772037,0,3,1,2,3,0.4945110159243103,1,1,True
1,1,4,1.476901861380385,0,3,0,3,0,0.9977613625150621,0,2,False
1,3,3,-0.544718966068594,0,2,1,2,2,0.5592424466467566,0,2,True
1,1,0,-0.9363951442720283,1,4,0,4,3,-0.7511598572990198,1,3,True
1,1,1,-0.9951924172250995,1,4,1,4,3,0.8392051573601886,1,1,False
1,2,2,-1.1289521287381028,0,4,1,1,3,0.45983422203890606,1,4,True
1,4,2,1.0537805249252399,1,1,1,2,1,2.2047464797743017,0,4,True
0,3,3,0.5344564436903229,1,2,1,4,1,-0.008592483993755192,1,3,True
1,2,1,-1.0054706581123503,1,1,0,4,2,-1.2943853400309555,0,3,True
1,4,2,0.9257601983475876,0,4,1,2,1,1.5531280059554007,0,3,True
1,2,0,0.12004544187509891,1,4,1,1,0,0.1976060266615761,0,3,True
0,3,3,-1.7664848196620342,1,2,1,2,0,0.3694790683052169,1,3,False
1,4,3,0.7401467533223062,0,3,1,4,3,-0.9789270271288772,0,2,True
1,3,0,-0.6273599578794273,0,4,1,3,3,-1.5702553957092331,1,4,True
1,3,0,-0.24214347346165863,0,1,1,3,0,-0.12069815544466019,0,4,True
1,3,4,1.031595319203128,1,1,1,4,2,1.050407131965138,0,3,True
0,1,1,0.2587301596849293,0,4,0,1,3,0.3798657735981241,0,2,True
1,2,4,0.04735461436756112,0,3,0,3,2,0.7560915994444549,0,3,True
0,2,3,0.5546542878752307,0,3,1,2,2,0.1909731778135363,1,4,True
0,3,2,-0.4771488054036438,1,2,0,3,0,-1.6364348132130653,0,2,True
0,2,3,-1.1404411591655281,0,3,1,3,0,0.08116190500397265,0,3,True
1,3,1,1.1336450400320597,1,1,1,4,2,-1.2329607854491282,0,3,True
0,4,2,-1.0501521144586445,0,4,1,4,0,-0.20368697030431385,0,4,True
1,2,4,-1.609542448310622,1,1,1,3,1,-0.2848946450373379,1,4,True
1,3,3,-1.7818517311428541,1,1,0,3,3,0.0037669622010104435,1,3,True
0,3,1,-1.8258235034460493,0,1,1,4,0,-0.22993262182541988,0,2,False
1,4,3,-0.3167552127134498,1,1,1,4,1,-1.2094943292403237,1,3,True
1,4,3,-0.2868029882986809,1,3,1,4,0,-0.33726368389465416,0,3,True
1,4,0,-0.2486269222895239,1,1,1,1,3,-0.1606460910991404,0,4,True
0,1,0,-0.33472803422904357,0,3,0,1,1,1.1434340670504501,1,2,True
1,4,4,-0.07191722890184658,0,3,1,3,4,-0.05262188087789705,0,3,True
1,1,2,-0.9465678003472666,0,4,0,2,1,1.2847665799165433,0,2,False
1,2,3,-0.4321778961425404,1,2,1,1,2,-0.04945098772644005,1,1,True
1,4,0,-1.152552998383134,1,3,0,4,2,2.4651862858831133,0,2,False
1,4,2,0.5491892352884274,1,2,1,4,3,1.1389361805261746,0,1,True
0,4,0,1.715378783253152,1,4,0,2,0,0.1668828368665158,1,2,True
1,3,3,-1.242829125435917,1,3,1,2,3,-2.040827029533212,1,1,True
1,3,1,-0.3763352709910629,1,1,0,2,1,-1.0886425788527807,1,4,True
0,2,1,-0.10963991637753534,0,1,1,3,0,0.9205316788800738,0,4,True
1,3,3,-0.6480708443860466,0,3,1,1,3,-0.22167263133954246,0,4,True
0,1,2,-0.8396996515582148,1,1,0,3,3,-1.590992046806841,1,1,True
1,1,4,0.2618870877582576,1,2,1,2,2,0.2595377669211561,1,2,True
1,4,3,-2.313423936208118,1,1,0,4,3,-0.2751190614276058,0,2,True
1,1,4,-0.5567475882296983,1,4,1,1,2,-1.7207211597795449,1,3,True
0,1,1,-0.894229950756971,0,2,0,4,3,0.06703327202030673,1,4,False
1,3,2,-0.8808147299184034,0,1,0,2,1,-0.4313037163342927,1,4,True
1,3,1,0.19896138471018962,1,1,0,4,4,0.5206812348301897,0,3,False
0,4,1,-1.2957016001808737,1,2,0,2,1,0.39078169726313394,1,3,True
